Species_name	woody	annual	perennialnonclonal	monocarpic	polycarpic	clonal	branching	cyclicity	Primaryroot	BB0	BB0_mn10	BB_gtmn10	BB0R	BB0_mn10R	BB_gtmn10R	BBsize	BBdepth	BBRsize	BBRdepth	finalCGO	persistence	offspring	offspring_wsmall	spread	clonalindex	dispersibility	Rsprouter	PositionRB	RoleRB
"""Anthriscus cerefolium (L.) Hoffm."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Anthriscus nitidus (Wahlenb.) Hazsl."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								1	2	R
"""Anthriscus sylvestris (L.) Hoffm."""	0	0	0	0	0	1	symp	2	0	5	7.9	0	5	7.9	0	12.9	3.4	12.9	3.4	9	3.2	1	1	0.5	3	0	0		
"""Anthyllis montana L."""	0	0	1	0	1	0			1	5	15	0	5	15	0	20	4	20	4								0		
"""Anthyllis vulneraria L."""	0	0	1	0	1	0	symp	2	1	5	6.3	0	5	6.3	0	11.3	3.2	11.3	3.2								0		
"""Anthyllis vulneraria subsp. carpatica (Pant.) Nyman"""	0	0	1	0	1	0	symp	2	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Antirrhinum majus L."""	0	1	0	0	0	0		1	1	2.5	0	0	10	0	0	2.5	1	10	1								1	1	F
"""Apera interrupta (L.) P. Beauv."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Apera spica-venti (L.) P. Beauv."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Aphanes arvensis L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Aphanes australis Rydb."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Apium graveolens L."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Apium inundatum (L.) Rchb. f."""	0	0	0	0	0	1	monop	1	0	5	0	0	5	0	0	5	1	5	1	1	2	1	1	13	4	0	0		
"""Apium nodiflorum (L.) Lag."""	0	0	0	0	0	1	monop	1	0	5	0	0	5	0	0	5	1	5	1	1	2	1	1	13	6	0	0		
"""Apium repens (Jacq.) Lag."""	0	0	0	0	0	1	monop	1	0	5	0	0	5	0	0	5	1	5	1	1	2	1	1	13	4	0	0		
"""Aposeris foetida (L.) Less."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	3	1	1	0.5	3	0	0		
"""Aquilegia atrata W. D. J. Koch"""	0	0	1	0	1	0	symp	2	1	5	5	0	5	5	0	10	3	10	3								1	3	F
"""Aquilegia einseleana F. W. Schultz"""	0	0	1	0	1	0	symp	2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Aquilegia vulgaris L."""	0	0	1	0	1	0	symp	2	1	5	5	0	5	12.5	15	10	3	32.5	9								1	2	R
"""Arabidopsis arenosa (L.) Lawalrée"""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Arabidopsis halleri (L.) O'Kane et Al-Shehbaz"""	0	0	0	0	0	1	symp	2	0	15	2.5	0	15	2.5	0	17.5	1.6	17.5	1.6	1	1.8	2.1	2.1	9.9	4	0	0		
"""Arabidopsis petraea (L.) V. I. Dorof."""	0	0	1	0	1	0			1	5	5	0	5	5	0	10	3	10	3								1	2	F
"""Arabidopsis suecica (Fr.) Norrl."""	0	1	0	0	0	0		1	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Arabidopsis thaliana (L.) Heynh."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Arabis allionii DC."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Arabis alpina L."""	0	0	1	0	1	0	symp	2	1	8.3	10	0	8.3	10	0	18.3	3.2	18.3	3.2								1	2	R
"""Arabis auriculata Lam."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Arabis caerulea (All.) Haenke"""	0	0	1	0	1	0	symp	2	1	5	12.5	0	5	17.5	15	17.5	3.9	37.5	8.5								1	3	F
"""Arabis caucasica Willd."""	0	0	0	0	0	1	symp	2	0	10	10	0	10	10	0	20	3	20	3	9	4	6	6	13	5	0	0		
"""Arabis ciliata Clairv."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Arabis hirsuta (L.) Scop."""	0	0	1	1	0	0		2	1	5	13.3	0	5	17.1	15	18.3	3.9	37.1	8.5								1	3	F
"""Arabis nemorensis (Hoffm.) W. D. J. Koch"""	0	0	1	1	0	0		2	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Arabis pumila Jacq."""	0	0	1	0	1	0	symp	2	1	7.5	10	0	7.5	10	0	17.5	3.3	17.5	3.3								0		
"""Arabis sagittata (Bertol.) DC."""	0	0	1	1	0	0		2	1	5	10	0	5	10	0	15	3.7	15	3.7								1	2	R
"""Arabis scabra All."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Arabis soyeri Reut. & Huet"""	0	0	1	0	1	0	symp	2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Arabis soyeri subsp. subcoriacea (Gren.) Breistr."""	0	0	0	0	0	1	symp	2	0	15	5	0	15	5	0	20	2	20	2	1	4	6	6	13	5	0	0		
"""Arabis stellulata BERTOL. in DESV."""	0	0	1	0	1	0	symp	2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Arbutus unedo L."""	1	0	0	0	0	0			1	15	15	7.5	15	15	7.5	37.5	5.4	37.5	5.4								0		
"""Arctium lappa L."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Arctium minus (Hill) Bernh."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Arctium nemorosum Lej."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Arctium tomentosum Mill."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Arctostaphylos alpinus (L.) Spreng."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Arctostaphylos uva-ursi (L.) Spreng."""	0	0	1	0	1	0	symp	2	1	10	7.5	0	10	12.5	15	17.5	2.7	37.5	7.9								1	3	R
"""Aremonia agrimonoides (L.) DC."""	0	0	0	0	0	1	monop	1	0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Arenaria ciliata L."""	0	0	1	0	1	0	symp	2	1	10	7.5	0	10	7.5	0	17.5	2.7	17.5	2.7								0		
"""Arenaria leptoclados (Rchb.) Guss."""	0	1	0	0	0	0		2	1	5	0	0	5	0	0	5	1	5	1								0		
"""Arenaria procera Spreng. subsp. procera"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	6	6	13	5	0	1	3	F
"""Arenaria serpyllifolia agg. """	0	1	0	0	0	0		1	1	3	0	0	3	0	0	3	1	3	1								0		
"""Aristolochia clematitis L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	23.6	15	20	4	43.6	8								1	3	F
"""Armeria alliacea (Cav.) Hoffmanns. & Link"""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Armeria maritima (Mill.) Willd."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Armeria maritima subsp. alpina (DC.) P. Silva"""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Armoracia rusticana G. Gaertn. et al."""	0	0	1	0	1	0	symp	2	1	5	12	0	5	21	15	17	3.8	41	8.2								1	3	R
"""Arnica montana L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	3.5	0.7	0.7	13	3	0	0		
"""Arnoseris minima (L.) Schweigg. et Körte"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Arrhenatherum elatius (L.) J. Presl et C. Presl"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	4	4	7.6	5	0	0		
"""Arrhenatherum elatius var. bulbosum (Willd.) Spenn."""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	13	4	0	0		
"""Artemisia abrotanum L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Artemisia absinthium L."""	0	0	0	0	0	1	symp	2	0	15	10	0	15	10	0	25	2.6	25	2.6	1	4	1	1	13	4	0	0		
"""Artemisia annua L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Artemisia austriaca Jacq."""	0	0	0	0	0	1	symp	2	0	5	5	0	5	14	15	10	3	34	8.8	15	4	3.5	4.3	8.8	5	0	1	3	F
"""Artemisia biennis Willd."""	0	1	0	0	0	0		2	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Artemisia campestris L."""	0	0	1	0	1	0	symp	1	1	10	7.5	7.5	10	17.5	17.5	25	6.4	45	8								1	3	F
"""Artemisia dracunculus L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2	1	1	13	4	0	0		
"""Artemisia genipi Weber ex Stechm."""	0	0	0	0	0	1	symp	2	0	5	10	0	5	10	0	15	3.7	15	3.7	9	4	3.5	3.5	0.5	4	0	0		
"""Artemisia laciniata Willd."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Artemisia maritima L."""	0	0	0	0	0	1	symp	1	0	5	3.3	0	5	12.3	15	8.3	2.6	32.3	9	15	4	4.3	4.3	13	5	0	1	3	F
"""Artemisia pontica L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	2	1	1	13	4	0	0		
"""Artemisia rupestris L."""	0	0	0	0	0	1	symp	2	0	15	0	0	15	0	0	15	1	15	1	1	2	1	1	13	4	0	0		
"""Artemisia scoparia Waldst. et Kit."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Artemisia siversiana Willd."""	0	1	0	0	0	0		2	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Artemisia tournefortiana Rchb."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Artemisia umbelliformis Lam."""	0	0	1	0	1	0	symp	2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Artemisia verlotiorum Lamotte"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	2	1	1	13	4	0	0		
"""Artemisia vulgaris L."""	0	0	1	0	1	0	symp	1	1	5	13	0	5	15.5	15	18	3.9	35.5	8.7								1	3	F
"""Arum italicum subsp. neglectum (F. Towns.) Prime"""	0	0	0	0	0	1	symp	1	0	0	0	5	0	0	5	5	15	5	15	12	1	1	3.5	0.5	3	0	0		
"""Arum maculatum agg. """	0	0	0	0	0	1	symp	1	0	5	4.2	1.7	5	4.2	1.7	10.8	4.7	10.8	4.7	12	1.2	1	2.8	0.5	3	0	0		
"""Aruncus dioicus (Walter) Fernald"""	0	0	0	0	0	1	symp	1	0	3.3	15	0	3.3	15	0	18.3	4.3	18.3	4.3	10	4	2.7	2.7	4.7	3	0	0		
"""Asarum europaeum L."""	0	0	0	0	0	1	symp	2	0	12.1	2.9	0	12.1	2.9	0	15	1.8	15	1.8	9	4	1	1	13	4	0	0		
"""Asclepias syriaca L."""	0	0	0	0	0	1	symp	1	0	5	10	5	5	21.3	20	20	6.5	46.3	8.9	15	2	1	1	6.8	4	0	1	3	O
"""Asparagus acutifolius L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	6	6	13	5	0	0		
"""Asparagus maritimus (L.) Mill."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	6	6	13	5	0	0		
"""Asparagus officinalis L."""	0	0	0	0	0	1	symp	1	0	8.3	15	0	8.3	15	0	23.3	3.6	23.3	3.6	10	4	2.7	2.7	13	4	0	0		
"""Asparagus tenuifolius Lam."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	6	6	13	5	0	0		
"""Asperugo procumbens L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								1	2	R
"""Asperula arvensis L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Asperula cynanchica L."""	0	0	1	0	1	0	symp	1	1	10	10	0	10	10	0	20	3	20	3								0		
"""Asperula tinctoria L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	2.3	2.3	13	4	0	0		
"""Asphodelus albus Mill."""	0	0	0	0	0	1	monop	1		5	15	0	5	15	0	20	4	20	4	9		0.5	0.5	0.5	2	0	0		
"""Asplenium adiantum-nigrum L."""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Asplenium adulterinum Milde"""	0	0	0	0	0	1			0	5	5	0	5	5	0	10	3	10	3	9	2	0.5	0.5	0.5	2	0	0		
"""Asplenium ceterach L."""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Asplenium cuneifolium Viv."""	0	0	0	0	0	1			0	5	5	0	5	5	0	10	3	10	3	9	2	0.5	0.5	0.5	2	0	0		
"""Asplenium fissum Kit. ex Willd."""	0	0	0	0	0	1			0	5	5	0	5	5	0	10	3	10	3	9	2	0.5	0.5	0.5	2	0	0		
"""Asplenium fontanum (L.) Bernh."""	0	0	0	0	0	1			0	5	5	0	5	5	0	10	3	10	3	9	2	0.5	0.5	0.5	2	0	0		
"""Asplenium obovatum subsp. billotii (F. W. Schultz) Kerguélen"""	0	0	0	0	0	1			0	5	5	0	5	5	0	10	3	10	3	9	2	0.5	0.5	0.5	2	0	0		
"""Asplenium ruta-muraria L."""	0	0	0	0	0	1			0	5	5	0	5	5	0	10	3	10	3	9	2	0.5	0.5	0.5	2	0	0		
"""Asplenium scolopendrium (L.) Newman"""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Asplenium seelosii Leyb."""	0	0	0	0	0	1			0	5	5	0	5	5	0	10	3	10	3	9	2	0.5	0.5	0.5	2	0	0		
"""Asplenium septentrionale (L.) Hoffm."""	0	0	0	0	0	1			0	5	5	0	5	5	0	10	3	10	3	9	2	0.5	0.5	0.5	2	0	0		
"""Asplenium trichomanes L."""	0	0	0	0	0	1			0	5	5	0	5	5	0	10	3	10	3	9	2	0.5	0.5	0.5	2	0	0		
"""Asplenium viride Huds."""	0	0	0	0	0	1			0	5	5	0	5	5	0	10	3	10	3	9	2	0.5	0.5	0.5	2	0	0		
"""Asplenium x alternifolium Wulfen"""	0	0	0	0	0	1			0	5	5	0	5	5	0	10	3	10	3	9	2	0.5	0.5	0.5	2	0	0		
"""Aster alpinus L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	3.5	3.5	6.8	5	0	0		
"""Aster amellus L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	13	4	0	0		
"""Astragalus alpinus L."""	0	0	1	0	1	0	symp	1	1	5	8.3	0	5	8.3	0	13.3	3.5	13.3	3.5								0		
"""Astragalus arenarius L."""	0	0	1	0	1	0	symp	1	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Astragalus asper Jacq."""	0	0	1	0	1	0			1	5	15	0	5	15	0	20	4	20	4								0		
"""Astragalus australis (L.) Lam."""	0	0	1	0	1	0	symp	1	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Astragalus austriacus Jacq."""	0	0	1	0	1	0			1	5	7.5	0	5	7.5	0	12.5	3.4	12.5	3.4								0		
"""Astragalus cicer L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Astragalus danicus Retz."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Astragalus depressus L."""	0	0	1	0	1	0			1	15	15		15	15		30	3	30	3								0		
"""Astragalus exscapus L."""	0	0	1	0	1	0	symp	1	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Astragalus frigidus (L.) A. Gray"""	0	0	1	0	1	0	symp	1	1	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8								0		
"""Astragalus glycyphyllos L."""	0	0	1	0	1	0	symp	1	1	10	15	0	10	15	0	25	3.4	25	3.4								0		
"""Astragalus hypoglottis L."""	0	0	1	0	1	0			1	15	15	0	15	15	0	30	3	30	3								0		
"""Astragalus leontinus Wulfen"""	0	0	1	0	1	0			1	15	15	0	15	15	0	30	3	30	3								0		
"""Astragalus monspessulanus L."""	0	0	1	0	1	0			1	15	15	0	15	15	0	30	3	30	3								0		
"""Astragalus norvegicus Grauer"""	0	0	1	0	1	0			1	15	15		15	15		30	3	30	3								0		
"""Astragalus onobrychis L."""	0	0	1	0	1	0	symp	1	1	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8								0		
"""Astragalus penduliflorus Lam."""	0	0	1	0	1	0	symp	1	1	10	10	0	10	10	0	20	3	20	3								0		
"""Astragalus sempervirens Lam."""	0	0	1	0	1	0			1	15	15	0	15	15	0	30	3	30	3								0		
"""Astragalus sulcatus L."""	0	0	1	0	1	0			1	5	15	0	5	15	0	20	4	20	4								0		
"""Astragalus vesicarius L."""	0	0	1	0	1	0			1	15	15	0	15	15	0	30	3	30	3								0		
"""Astrantia bavarica F. W. Schultz"""	0	0	0	0	0	1			0	0	15	0	0	15	0	15	5	15	5	9	4	1	1	0.5	3	0	0		
"""Astrantia major L."""	0	0	0	0	0	1	symp	2	0	3.3	15	0	3.3	15	0	18.3	4.3	18.3	4.3	9	4	2.7	2.7	4.7	3	0	0		
"""Athamanta cretensis L."""	0	0	1	0	1	0	symp	2	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Athyrium distentifolium Tausch ex Opiz"""	0	0	0	0	0	1	dich	1	0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Athyrium filix-femina (L.) Roth"""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Atocion armeria (L.) Raf."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Atocion rupestre (L.) Oxelman"""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Atriplex calotheca (Rafn) Fr."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Atriplex glabriuscula Edmondston"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Atriplex hortensis L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Atriplex laciniata L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Atriplex littoralis L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Atriplex micrantha Ledeb."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Atriplex oblongifolia Waldst. et Kit."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Atriplex patula L."""	0	1	0	0	0	0		1	1	2.5	0	0	2.5	0	0	2.5	1	2.5	1								0		
"""Atriplex prostrata DC."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Atriplex rosea L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Atriplex sagittata Borkh."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Atriplex tatarica L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Atropa bella-donna L."""	0	0	1	0	1	0	symp	1	1	5	12.5	3.8	5	17.5	11.3	21.3	5.8	33.7	7.7								1	3	F
"""Aubrieta deltoidea (L.) DC."""	0	0	1	0	1	0	symp	2	1	15	5	0	15	5	0	20	2	20	2								0		
"""Aurinia saxatilis (L.) Desv."""	0	0	1	0	1	0	monop	1	1	15	5	0	15	12.5	15	20	2	42.5	7.1								1	2	F
"""Avena fatua L."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Avena sativa L."""	0	0	0	0	0	1		1	0	5	0	0	5	0	0	5	1	5	1	9	1	6	6	0.5	4	0	0		
"""Avena strigosa Schreb."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Avenella flexuosa (L.) Drejer"""	0	0	0	0	0	1	symp	2	0	8	10	0	8	10	0	18	3.2	18	3.2	9	4	5.4	5.4	7.4	5	0	0		
"""Avenula pubescens (Huds.) Dumort."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	2.3	2.3	8	4	0	0		
"""Azolla filiculoides Lam."""	0	0	0	0	0	1	dich	1	0							0		0		5	1	6	6		7	1	0		
"""Baldellia ranunculoides (L.) Parl."""	0	0	0	0	0	1	symp	2	0	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8	1	1.3	6	6	9.9	5	0	0		
"""Ballota nigra L."""	0	0	1	0	1	0	symp	1	1	5	5	0	5	5	0	10	3	10	3								0		
"""Barbarea intermedia Boreau"""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Barbarea stricta Andrz."""	0	0	1	1	0	0		2	1	5	5	0	5	15	15	10	3	35	8.7								1	3	R
"""Barbarea verna (Mill.) Asch."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Barbarea vulgaris W. T. Aiton"""	0	0	1	1	0	0		2	1	5	8.3	0	5	14.8	15	13.3	3.5	34.8	8.7								1	3	R
"""Bartsia alpina L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	3.5	3.5	13	5	0	0		
"""Bassia hirsuta (L.) Asch."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Bassia laniflora (S. G. Gmel.) A. J. Scott"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Bassia prostrata (L.) Beck"""	0	0	1	0	1	0			1	5	0	0	5	0	0	5	1	5	1								0		
"""Bassia scoparia (L.) Voss"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Batrachium aquatile (L.) Dumort."""	0	1	0	0	0	0			0							0		0									0		
"""Batrachium baudotii (Godr.) F. W. Schultz"""	0	0	0	0	0	1	symp	1	0	5	0	0	5	0	0	5	1	5	1	1	1	6	6	40	3	0	0		
"""Batrachium circinatum (Sibth.) Spach"""	0	0	0	0	0	1	symp	1	0	5	0	0	5	0	0	5	1	5	1	1	1	6	6	40	3	0	0		
"""Batrachium fluitans (Lam.) Wimm."""	0	0	0	0	0	1	symp	1	0	5	0	0	5	0	0	5	1	5	1	1	1	6	6	40	3	0	0		
"""Batrachium penicillatum Dumort."""	0	0	0	0	0	1										0		0		1		6	6			1	0		
"""Batrachium trichophyllum (Chaix) F. W. Schultz"""	0	0	0	0	0	1	symp	1	0	5	0	0	5	0	0	5	1	5	1	1	1	1	1	31	5	0	0		
"""Beckmannia eruciformis (L.) Host"""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	9	4	6	6	0.5	4	0	0		
"""Bellidiastrum michelii Cass."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	0.9	0.9	3.6	3	0	0		
"""Bellis perennis L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	9	2.7	6	6	9.9	5	0	0		
"""Berberis vulgaris L."""	1	0	0	0	0	0				0	5	5	0	5	5	10	10	10	10	15							1	3	F
"""Berteroa incana (L.) DC."""	0	1	0	0	0	0		1	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Berula erecta (Huds.) Coville"""	0	0	0	0	0	1	symp	2	0	5	10		5	10		15	3.7	15	3.7	10	2	3.5	3.5	21.3	6	0	0		
"""Beta vulgaris L."""	0	1	0	0	0	0		1		5	5	0	5	5	0	10	3	10	3								0		
"""Betonica alopecuros L."""	0	0	0	0	0	1	monop	1	0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Betonica officinalis L."""	0	0	0	0	0	1	monop	1	0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Betula nana L."""	1	0	0	0	0	0			0	15	7.5	0	15	15	15	22.5	2.3	45	7								1	3	R
"""Betula pendula Roth"""	1	0	0	0	0	0			0	5	15	0	5	26	15	20	4	46	7.8								1	3	R
"""Betula pubescens Ehrh."""	1	0	0	0	0	0			0	5	15	0	5	26	15	20	4	46	7.8	15							1	3	F
"""Bidens cernuus L."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Bidens connatus Willd."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Bidens frondosus L."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Bidens radiatus Thuill."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Bidens tripartitus L."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Bifora radians M. Bieb."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Biscutella laevigata L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	18.5	15	20	4	38.5	8.4	15	4	1	1	0.5	3	0	1	3	F
"""Bistorta officinalis Delarbre"""	0	0	0	0	0	1	monop	1	0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	5.2	2	0	0		
"""Bistorta vivipara (L.) Delarbre"""	0	0	0	0	0	1	monop	1	0	5	15	0	5	15	0	20	4	20	4	9	2.9	4.6	7.4	0.5	2	1	0		
"""Blackstonia acuminata (W. D. J. Koch & Ziz) Domin"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Blechnum spicant (L.) Roth"""	0	0	0	0	0	1			0	2.5	15	0	2.5	15	0	17.5	4.4	17.5	4.4	9	4	0.5	0.5	0.5	2	0	0		
"""Blysmus compressus (L.) Link"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	6.8	4	0	0		
"""Blysmus rufus (Huds.) Link"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	6.8	4	0	0		
"""Bolboschoenus maritimus (L.) Palla"""	0	0	0	0	0	1	symp	1	0	5	15	3	5	15	3	23	5.4	23	5.4	12	3.4	6.4	6.4	32.1	5	1	0		
"""Borago officinalis L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Bothriochloa ischaemum (L.) Keng"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	9	4	6	6	6.8	5	0	0		
"""Botrychium lunaria (L.) Sw."""	0	0	0	0	0	1	dich	1	0	0	5	0	0	10	15	5	5	25	11	9	4	1	1	0.5	3	0	1	3	F
