Species_name	woody	annual	perennialnonclonal	monocarpic	polycarpic	clonal	branching	cyclicity	Primaryroot	BB0	BB0_mn10	BB_gtmn10	BB0R	BB0_mn10R	BB_gtmn10R	BBsize	BBdepth	BBRsize	BBRdepth	finalCGO	persistence	offspring	offspring_wsmall	spread	clonalindex	dispersibility	Rsprouter	PositionRB	RoleRB
"""Securigera varia (L.) Lassen"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	22.5	15	20	4	42.5	8.1	15	4	2.7	2.7	17.1	4	0	1	3	O
"""Sedum acre L."""	0	0	0	0	0	1	symp	2	0	15	1.3	0	15	1.3	0	16.3	1.3	16.3	1.3	1	3.5	4.3	4.3	9.9	5	1	0		
"""Sedum aizoon L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Sedum album L."""	0	0	0	0	0	1	symp	2	0	15	2.5	0	15	2.5	0	17.5	1.6	17.5	1.6	1	4	6	6	6.8	5	0	0		
"""Sedum alpestre Vill."""	0	0	0	0	0	1	symp	2	0	10	7.5	0	10	7.5	0	17.5	2.7	17.5	2.7	1	3	6	6	6.8	5	0	0		
"""Sedum annuum L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Sedum atratum L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Sedum cepaea L."""	0	1	0	0	0	0		2	1	5	0	0	5	0	0	5	1	5	1								0		
"""Sedum dasyphyllum L."""	0	0	0	0	0	1	symp	2	0	10	0	0	10	0	0	10	1	10	1	1	4	3.5	4.3	0.5	4	1	0		
"""Sedum forsterianum Sm."""	0	0	0	0	0	1	symp	2	0	15	0	0	15	0	0	15	1	15	1	1	4	6	6	13	5	0	0		
"""Sedum hispanicum L."""	0	0	1	1	0	0		2	1	5	0	0	5	0	0	5	1	5	1								0		
"""Sedum reflexum L."""	0	0	0	0	0	1	symp	2	0	15	0	0	15	0	0	15	1	15	1	1	4	6	6	0.5	4	0	0		
"""Sedum rubens L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Sedum sexangulare L."""	0	0	0	0	0	1	symp	2	0	10	7.5	0	10	7.5	0	17.5	2.7	17.5	2.7	1	4	6	6	6.8	5	0	0		
"""Sedum spurium M. Bieb."""	0	0	0	0	0	1	symp	2	0	15	0	0	15	0	0	15	1	15	1	1	4	1	1	13	4	0	0		
"""Sedum villosum L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Selaginella helvetica (L.) Spring"""	0	0	0	0	0	1			0	15	0	0	15	0	0	15	1	15	1	1	4			13		0	0		
"""Selaginella selaginoides (L.) P. Beauv. ex Schrank et Mart."""	0	0	0	0	0	1	dich	2	0	15	0	0	15	0	0	15	1	15	1	1	4	3.5	3.5	4.7	4	0	0		
"""Selinum carvifolia (L.) L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Sempervivum arachnoideum L."""	0	0	0	0	0	1	symp	2	0	15	0	0	15	0	0	15	1	15	1	1	2	6	6	13	5	0	0		
"""Sempervivum tectorum L."""	0	0	0	0	0	1	symp	2	0	15	0	0	15	0	0	15	1	15	1	1	2.7	6	6	13	5	0	0		
"""Senecio abrotanifolius L. subsp. abrotanifolius"""	0	0	0	0	0	1	symp	2	0	5	10	0	5	10	0	15	3.7	15	3.7	10	4	0.8	0.8	8.8	4	0	0		
"""Senecio alpinus (L.) Scop."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	3	3.5	3.5	6.8	5	0	0		
"""Senecio aquaticus Hill"""	0	0	0	0	0	1	symp	2	0	5	10	0	5	10	0	15	3.7	15	3.7	9	2	1	1	13	4	0	0		
"""Senecio cacaliaster Lam."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2	1	1	13	4	0	0		
"""Senecio cambrensis Rosser"""	0	1	0	0	0	0			1	5	0	0	5	0	0	5	1	5	1								0		
"""Senecio doronicum (L.) L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	2.3	2.3	0.5	3	0	0		
"""Senecio erraticus Bertol."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Senecio erucifolius L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	1.8	2.3	2.3	9.9	4	0	0		
"""Senecio incanus subsp. carniolicus (Willd.) Braun-Blanq."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Senecio jacobaea L."""	0	0	0	0	0	1	symp	2	0	5	11.9	0	5	15.5	15	16.9	3.8	35.5	8.7	9	3.4	5.2	5.2	11.5	4	0	1	3	F
"""Senecio nemorensis agg. """	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	1.7	4.3	4.3	13	5	0	0		
"""Senecio ovatus (G. Gaertn. et al.) Willd."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	1.8	4	4	13	5	0	0		
"""Senecio paludosus L."""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	9	2	1	1	13	4	0	0		
"""Senecio sarracenicus L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2	6	6	13	5	0	0		
"""Senecio squalidus L."""	0	1	0	0	0	0		1	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Senecio subalpinus W. D. J. Koch"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	3	1	1	6.8	4	0	0		
"""Senecio sylvaticus L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Senecio umbrosus Waldst. et Kit."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	2	1	1	0.5	3	0	0		
"""Senecio vernalis Waldst. et Kit."""	0	1	0	0	0	0		1	1	2.5	0	0	2.5	0	0	2.5	1	2.5	1								0		
"""Senecio viscosus L."""	0	1	0	0	0	0		1	1	2.5	0	0	2.5	0	0	2.5	1	2.5	1								0		
"""Senecio vulgaris L."""	0	1	0	0	0	0		1	1	2.5	0	0	2.5	0	0	2.5	1	2.5	1								0		
"""Serapias vomeracea (Burm. f.) Briq."""	0	0	0	0	0	1	symp	2	0	0	5	0	0	5	0	5	5	5	5	15	2	1	1	0.5	3	0	1	3	O
"""Serratula tinctoria L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	3.3	1	1	4.7	3	0	0		
"""Seseli annuum L."""	0	0	1	1	0	0		2	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Seseli hippomarathrum Jacq."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Seseli osseum Crantz"""	0	0	1	0	1	0			1	5	15	0	5	15	0	20	4	20	4								0		
"""Sesleria caerulea (L.) Ard."""	0	0	0	0	0	1	symp	2	0	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8	9	4	1	1	4.7	3	0	0		
"""Sesleria ovata (Hoppe) A. Kern."""	0	0	0	0	0	1	symp	2	0	5	10	0	5	10	0	15	3.7	15	3.7	9	4	3.5	3.5	0.5	4	0	0		
"""Sesleria sphaerocephala Ard."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Sesleria uliginosa Opiz"""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	9	4	6	6	0.5	4	0	0		
"""Setaria italica (L.) P. Beauv."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Setaria pumila (Poir.) Roem. et Schult."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Setaria verticillata (L.) P. Beauv."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Setaria verticilliformis Dumort."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Setaria viridis (L.) P. Beauv."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Sherardia arvensis L."""	0	1	0	0	0	0		1	1	3.3	0	0	3.3	0	0	3.3	1	3.3	1								0		
"""Sibbaldia procumbens L."""	0	0	0	0	0	1	monop	1	0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Sigesbeckia jorullensis Kunth"""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Silaum silaus (L.) Schinz et Thell."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	20	15	20	4	40	8.3								1	2	F
"""Silene acaulis (L.) Jacq. s.str."""	0	0	1	0	1	0	symp	2	1	13.3	8.3	0	13.3	15.8	15	21.7	2.5	44.2	7.2								1	3	F
"""Silene alpestris Jacq."""	0	0	1	0	1	0	symp	1	1	5	15	15	5	15	15	35	8.7	35	8.7								0		
"""Silene baccifera (L.) Durande"""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Silene chlorantha (Willd.) Ehrh."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Silene conica L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Silene dichotoma Ehrh."""	0	1	0	0	0	0		1	1	5	7.5	0	5	7.5	0	12.5	3.4	12.5	3.4								0		
"""Silene dioica (L.) Clairv."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	18.8	15	20	4	38.8	8.4								1	3	R
"""Silene gallica L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Silene latifolia subsp. alba (Mill.) Greuter et Burdet"""	0	0	1	0	1	0	symp	1	1	5	15	0	5	20	15	20	4	40	8.3								1	3	R
"""Silene nemoralis Waldst. et Kit."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Silene noctiflora L."""	0	1	0	0	0	0		1	1	2.5	7.5	0	2.5	7.5	0	10	4	10	4								0		
"""Silene nutans L."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	19.1	15	20	4	39.1	8.3								1	3	R
"""Silene otites (L.) Wib."""	0	0	1	0	1	0	symp	2	1	5	10	0	5	13	15	15	3.7	33	8.9								1	3	R
"""Silene pusilla Waldst. & Kit."""	0	0	1	0	1	0	symp	2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Silene tatarica (L.) Pers."""	0	0	1	0	1	0	symp	2	1	15	15	0	15	15	0	30	3	30	3								0		
"""Silene viscosa (L.) Pers."""	0	0	1	1	0	0		2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Silene vulgaris (Moench) Garcke"""	0	0	1	0	1	0	symp	1	1	5	15	0	5	18.3	15	20	4	38.3	8.4								1	3	R
"""Silene vulgaris subsp. glareosa (Jord.) Marsden-Jones & Turrill"""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Silphium perfoliatum L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	13	4	0	0		
"""Silybum marianum (L.) Gaertn."""	0	1	0	0	0	0		2	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Sinapis alba L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Sinapis arvensis L."""	0	1	0	0	0	0		1	1	3.8	0	0	3.8	0	0	3.8	1	3.8	1								0		
"""Sisymbrium altissimum L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Sisymbrium austriacum Jacq."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Sisymbrium irio L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Sisymbrium loeselii L."""	0	0	1	0	1	0	symp	1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Sisymbrium officinale (L.) Scop."""	0	1	0	0	0	0		1	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Sisymbrium orientale L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Sisymbrium polymorphum (Murray) Roth"""	0	0	1	0	1	0			1							0		0									1	2	F
"""Sisymbrium strictissimum L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	6	6	0.5	4	0	0		
"""Sisymbrium supinum L."""	0	1	0	0	0	0		1	1	5	5	0	5	5	0	10	3	10	3								0		
"""Sisymbrium volgense E. Fourn."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	12.5	15	10	3	32.5	9	15	4	1	1	6.8	4	0	1	3	F
"""Sisyrinchium montanum Greene"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	3.5	3.5	6.8	5	0	0		
"""Sium latifolium L."""	0	0	0	0	0	1	symp	2	0	5	10	0	5	20	11.3	15	3.7	36.3	7.6	15	2	3.5	4.1	9.9	5	0	1	3	F
"""Sium sisarum L."""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	9				0.5		0	0		
"""Smyrnium perfoliatum L."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Solanum alatum Moench"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Solanum dulcamara L."""	0	0	0	0	0	1	symp	1	0	15	0	0	15	15	15	15	1	45	7	1	3	3.5	4.3	19	5	0	1	3	F
"""Solanum lycopersicum L."""	0	1	0	0	0	0		1	1	5	2.5	2.5	5	2.5	2.5	10	5.5	10	5.5								0		
"""Solanum nigrum L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Solanum physalifolium Rusby"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Solanum tuberosum L."""	0	0	0	0	0	1	symp	1	0	5	15	7.5	5	15	7.5	27.5	7	27.5	7	12	1	6	6	13	5	0	0		
"""Solanum villosum Mill."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Soldanella alpina L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Soldanella hungarica Simonk."""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	9	2.5	1	1	6.8	4	0	0		
"""Soldanella minima Hoppe"""	0	0	0	0	0	1	symp	2	0	15	1.7	0	15	1.7	0	16.7	1.4	16.7	1.4	9	2.3	1	1	6.8	4	0	0		
"""Soldanella montana Willd."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Soldanella pusilla Baumg."""	0	0	0	0	0	1	symp	2	0	8.3	10	0	8.3	10	0	18.3	3.2	18.3	3.2	9	2.8	0.9	0.9	3.6	3	0	0		
"""Solidago canadensis L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	3.4	6.6	6.6	16.9	5	0	0		
"""Solidago gigantea Aiton"""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	13	4	0	0		
"""Solidago graminifolia (L.) Salisb."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2	6	6	13	5	0	0		
"""Solidago virgaurea L. subsp. virgaurea """	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	0.8	0.8	0.5	3	0	0		
"""Sonchus arvensis L."""	0	0	0	0	0	1	symp	1	0	5	9	0	5	17.7	15	14	3.6	37.7	8.4	15	2	4.8	4.8	15.1	4	0	1	3	F
"""Sonchus asper (L.) Hill"""	0	1	0	0	0	0		1	1	3.3	0	0	3.3	0	0	3.3	1	3.3	1								0		
"""Sonchus bulbosus (L.) N. Kilian & Greuter"""	0	0	0	0	0	1			0	5	5	0	5	5	0	10	3	10	3	12		6	6	13	5	0	0		
"""Sonchus oleraceus L."""	0	1	0	0	0	0		1	1	3.8	0	0	3.8	0	0	3.8	1	3.8	1								0		
"""Sonchus palustris L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	22.5	15	20	4	42.5	8.1	10	2	1	1	13	4	0	1	3	F
"""Sorbus aria agg. """	1	0	0	0	0	0				0	5	5	0	5	5	10	10	10	10								0		
"""Sorbus aucuparia L."""	1	0	0	0	0	0				5	0	0	5	15	15	5	1	35	8.7	15							1	3	F
"""Sorbus bohemica Kovanda"""	1	0	0	0	0	0				0	5	5	0	5	5	10	10	10	10								0		
"""Sorbus domestica L."""	1	0	0	0	0	0				0	0	0	0	15	15	0		30	10	15							1	3	F
"""Sorbus torminalis (L.) Crantz"""	1	0	0	0	0	0				0	0	0	0	15	15	0		30	10	15							1	3	F
"""Sorghum halepense (L.) Pers."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	6	6	13	5	0	0		
"""Sparganium angustifolium Michx."""	0	0	0	0	0	1	symp	2	0	0	5	0	0	5	0	5	5	5	5	10	2	1	1	13	4	0	0		
"""Sparganium emersum Rehmann"""	0	0	0	0	0	1	symp	2	0	0	11.7	0	0	11.7	0	11.7	5	11.7	5	10	2	4.3	4.3	22	5	0	0		
"""Sparganium erectum L."""	0	0	0	0	0	1	symp	2	0	6.7	13	0	6.7	13	0	19.7	3.6	19.7	3.6	10	2	3.4	3.4	16.9	5	0	0		
"""Sparganium natans L."""	0	0	0	0	0	1	symp	2	0	0	10	0	0	10	0	10	5	10	5	10	2	3.5	3.5	13	5	0	0		
"""Spartina alterniflora Loisel."""	0	0	0	0	0	1			0	0	15	0		15	0	15	5	15	5	10	4	6	6	13		0	0		
"""Spartina anglica C. E. Hubb."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	3.5	3.5	6.8	5	0	0		
"""Spartina x townsendii H. Groves & J. Groves"""	0	0	0	0	0	1	symp	2	0	5	15	7.5	5	15	7.5	27.5	7	27.5	7	10	4	4.8	4.8	26.5	6	0	0		
"""Spergula arvensis L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Spergula morisonii Boreau"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Spergula pentandra L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Spergularia echinosperma (Èelak.) Asch. et Graebn."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Spergularia marina (L.) Besser"""	0	0	1	0	1	0	symp	1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Spergularia media (L.) C. Presl"""	0	0	1	0	1	0	symp	2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Spergularia rubra (L.) J. Presl et C. Presl"""	0	1	0	0	0	0		1	1	10	0	0	10	0	0	10	1	10	1								0		
"""Spergularia segetalis (L.) G. Don"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Spiraea salicifolia L."""	1	0	0	0	0	0			0	0	15	5	0	15	5	20	7.5	20	7.5								1	3	R
"""Spiranthes aestivalis (Poir.) Rich."""	0	0	0	0	0	1	symp	1	0	5	7.5	0	5	7.5	0	12.5	3.4	12.5	3.4	16	1	2.3	3.5	0.5	3	0	1	3	R
"""Spiranthes spiralis (L.) Chevall."""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	16	1.3	1	3	0.5	3	0	1	3	R
"""Spirodela polyrhiza (L.) Schleid."""	0	0	0	0	0	1			0	7.5	0	0	7.5	0	0	7.5	1	7.5	1	6	1	6.8	6.8		7	1	0		
"""Stachys alpina L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	3	3.5	3.5	6.8	5	0	0		
"""Stachys annua (L.) L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Stachys arvensis (L.) L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Stachys germanica L."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Stachys palustris L."""	0	0	0	0	0	1	symp	1	0	5	13	0	5	13	0	18	3.9	18	3.9	12	1	5.2	5.2	22	5	0	0		
"""Stachys recta L."""	0	0	1	0	1	0	symp	1	1	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8								0		
"""Stachys sylvatica L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	1.7	6	6	22	5	0	0		
"""Staphylea pinnata L."""	1	0	0	0	0	0				0	5	5	0	5	5	10	10	10	10								0		
"""Stellaria alsine Grimm"""	0	0	0	0	0	1	symp	1	0	12.5	5	0	12.5	5	0	17.5	2.1	17.5	2.1	1	2	4.3	4.3	13	5	0	0		
"""Stellaria crassifolia Ehrh."""	0	0	0	0	0	1	symp	1	0	15	15	0	15	15	0	30	3	30	3	1	2	1	1	13	4	0	0		
"""Stellaria graminea L."""	0	0	0	0	0	1	symp	1	0	15	7.5	0	15	7.5	0	22.5	2.3	22.5	2.3	1	1.8	1	1	13	4	0	0		
"""Stellaria holostea L."""	0	0	0	0	0	1	symp	1	0	8.3	15	0	8.3	15	0	23.3	3.6	23.3	3.6	1	2.7	2.7	2.7	13	4	0	0		
"""Stellaria longifolia Muhl. ex Willd."""	0	0	0	0	0	1	symp	1	0	15	15	0	15	15	0	30	3	30	3	1	2	1	1	13	4	0	0		
"""Stellaria longipes Goldie"""	0	0	0	0	0	1			0	5	5	0	5	5	0	10	3	10	3	10	2	6	6	13	5	0	0		
"""Stellaria media agg. """	0	1	0	0	0	0		1	1	7.5	0	0	7.5	0	0	7.5	1	7.5	1								0		
"""Stellaria neglecta Weihe"""	0	0	0	0	0	1	symp	1	0	15	0	0	15	0	0	15	1	15	1	1	1.5	3.5	3.5	13	5	0	0		
"""Stellaria nemorum L."""	0	0	0	0	0	1	symp	1	0	11.7	10	0	11.7	10	0	21.7	2.8	21.7	2.8	1	2	3.5	3.5	19.8	5	0	0		
"""Stellaria pallida (Dumort.) Crép."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Stellaria palustris Ehrh. ex Hoffm."""	0	0	0	0	0	1	symp	2	0	15	7.5	0	15	7.5	0	22.5	2.3	22.5	2.3	1	2	1	1	13	4	0	0		
"""Stipa calamagrostis (L.) Wahlenb."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	4.3	4.3	8.8	5	0	0		
"""Stipa capillata L."""	0	0	0	0	0	1	symp	2	0	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8	9	4	2.7	2.7	0.5	3	0	0		
"""Stipa pennata agg. """	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	9	4	6	6	0.5	4	0	0		
"""Stratiotes aloides L."""	0	0	0	0	0	1	monop	1	0	2.5	0	0	2.5	0	0	2.5	1	2.5	1	1	1	6	6		7	1	0		
"""Streptopus amplexifolius (L.) DC."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	3.3	1	1	0.5	3	0	0		
"""Stuckenia filiformis (Pers.) Börner"""	0	0	0	0	0	1	symp	1	0	8.3	11.7	0	8.3	11.7	0	20	3.3	20	3.3	10	1	3.5	3.5	13	5	1	0		
"""Stuckenia pectinata (L.) Börner"""	0	0	0	0	0	1	symp	1	0	5.8	14.1	1.4	5.8	14.1	1.4	21.3	4.5	21.3	4.5	12	1.1	9.1	9.1	26.5	7	1	0		
"""Suaeda maritima (L.) Dumort."""	0	1	0	0	0	0		1	1	2.5	0	0	2.5	0	0	2.5	1	2.5	1								0		
"""Suaeda vera Forssk. ex J. F. Gmel."""	1	0	0	0	0	0			1	10	10	0	10	10	0	20	3	20	3								0		
"""Subularia aquatica L."""	0	0	1	1	0	0		2	1	5	1.7	0	5	1.7	0	6.7	2	6.7	2								0		
"""Succisa pratensis Moench"""	0	0	0	0	0	1	monop	1	0	5	13.3	0	5	13.3	0	18.3	3.9	18.3	3.9	9	2.7	1.5	1.5	2.3	2	0	0		
"""Succisella inflexa (Kluk) Beck"""	0	0	0	0	0	1	symp	2	0	15	15	0	15	15	0	30	3	30	3	1	2.5	1	1	13	4	0	0		
"""Swertia perennis L."""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Symphoricarpos albus (L.) S. F. Blake"""	1	0	0	0	0	0			0	5	15	0	5	15	0	20	4	20	4								0		
"""Symphyotrichum laeve (L.) A. Löve et D. Löve"""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2	6	6	13	5	0	0		
"""Symphyotrichum novae-angliae (L.) G. L. Nesom"""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2	6	6	13	5	0	0		
"""Symphyotrichum novi-belgii agg. """	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2	6	6	13	5	0	0		
"""Symphyotrichum tradescantii (L.) G. L. Nesom"""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2	6	6	13	5	0	0		
"""Symphyotrichum x salignum (Willd.) G. L. Nesom"""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2	6	6	13	5	0	0		
"""Symphyotrichum x versicolor (Willd.) G. L. Nesom"""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2	6	6	13	5	0	0		
"""Symphytum bulbosum Schimp."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	13	4	0	0		
"""Symphytum officinale L."""	0	0	1	0	1	0	symp	2	1	5	11.7	0	5	16.7	15	16.7	3.8	36.7	8.5								1	3	R
"""Symphytum tuberosum L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	3.3	1	1	13	4	0	0		
"""Symphytum x uplandicum Nyman"""	0	0	1	0	1	0	symp	1	1	5	5	0	5	5	0	10	3	10	3								0		
"""Syringa persica L."""	1	0	0	0	0	0				0	5	5	0	20	20	10	10	40	10	15							1	3	F
"""Syringa vulgaris L."""	1	0	0	0	0	0				0	5	5	0	20	20	10	10	40	10	15							1	3	F
"""Tagetes patula L."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Tanacetum corymbosum (L.) Sch. Bip."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	3.2	2	2	3	3	0	0		
"""Tanacetum partheniifolium (Willd.) Sch. Bip."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	2	1	1	13	4	0	0		
"""Tanacetum parthenium (L.) Sch. Bip."""	0	0	1	0	1	0	symp	1	0	5	5	0	5	5	0	10	3	10	3								0		
"""Tanacetum vulgare L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2.5	3.5	3.5	13	5	0	0		
"""Taraxacum alpinum agg."""	0	0	1	0	1	0			1	5	15	0	5	22.5	15	20	4	42.5	8.1								1	2	R
"""Taraxacum bessarabicum (Hornem.) Hand.-Mazz."""	0	0	1	0	1	0			0	2.5	15	0	2.5	22.5	15	17.5	4.4	40	8.5								1	3	R
