side;id;Achillea millefolium;Agrostis capillaris;Agrimonia eupatoria;Ajuga reptans;Alopecurus pratensis;Anthoxanthum odoratum;Anthericum ramosum;Anthyllis vulneraria;Arabis hirsuta;Arrhenatherum elatius;Asperula cynanchica;Brachypodium pinnatum;Briza media;Bromus erectus;Buphthalmum salicifolium;Campanula glomerata;Campanula patula;Campanula rapunculoides;Campanula rotundifolia;Carex flacca;Carlina vulgaris;Centaurea jacea;Centaurea scabiosa;Centaurea stoebe;Cerastium holosteoides;Cichorium intybus;Cirsium oleraceum;Clinopodium vulgare;Crepis biennis;Cynosurus cristatus;Dactylis glomerata;Daucus carota;Dianthus carthusianorum;Echium vulgare;Festuca ovina;Festuca pratensis;Festuca rubra;Filipendula vulgaris;Galium album;Galium verum;Geranium pratense;Helianthemum nummularium;Helictotrichon pubescens;Hippocrepis comosa;Holcus lanatus;Hypericum perforatum;Hypochaeris radicata;Inula salicina;Knautia arvensis;Koeleria pyramidata;Lathyrus pratensis;Leontodon hispidus;Leucanthemum vulgare;Lotus corniculatus;Lychnis flos-cuculi;Medicago falcata;Medicago lupulina;Onobrychis viciifolia;Origanum vulgare;Pastinaca sativa;Peucedanum oreoselinum;Phleum pratense;Pimpinella major;Pimpinella saxifraga;Plantago lanceolata;Plantago media;Poa angustifolia;Poa compressa;Poa pratensis;Potentilla recta;Prunella grandiflora;Prunella vulgaris;Ranunculus acris;Ranunculus bulbosus;Rhinanthus alectorolophus;Rhinanthus minor;Rumex acetosa;Salvia pratensis;Sanguisorba minor;Sanguisorba officinalis;Scabiosa columbaria;Sedum acre;Silene latifolia;Silaum silaus;Silene vulgaris;Thymus praecox;Tragopogon pratensis;Trisetum flavescens;Trifolium montanum;Trifolium pratense;Veronica chamaedrys;Verbascum lychnitis;Vicia cracca
L;4_05;;;1,584;;;4,128;;0,816;1,584;;;4,128;;4,128;;;;;1,584;4,128;;;;;;;;;;;;;;;4,128;4,128;;;;;;;;0,816;;;;1,584;;4,128;;;;;;;;0,816;;;;;;;;1,584;;;;;1,584;;;1,584;2,4;;;;;;;1,584;;;;1,584;;;;;;;
L;4_06;;;;;2,064;;;;;2,064;;;2,064;;;;;;;;;;;;;0,792;;;0,792;;;;;;;2,064;2,064;;;;;;;;2,064;;;;;;0,408;;;0,408;;;;;0,792;;;;0,792;;;;;;2,064;;;;;;;1,2;0,792;0,792;0,792;;;;0,792;;;;;;;0,408;;0,792;
L;4_07;;2,064;;;;;;0,408;;;;2,064;;2,064;0,792;;;;0,792;;0,792;;;;;;;;;;;;;;;;2,064;;;;;0,792;;0,408;;;0,792;;;2,064;;;0,792;;;;;0,408;0,792;;;2,064;;;;;2,064;;;0,792;;;;;1,2;;;;;;;0,792;;;;;;;;;;;
L;4_08;;4,128;;;4,128;;;;;4,128;;;4,128;;;1,584;;1,584;;;;;;;;1,584;;;;4,128;;;;;;;;;1,584;;;;;;4,128;;1,584;;;;0,816;;;0,816;;;;;;1,584;;;;;1,584;;;;;;;;;1,584;;2,4;;;;1,584;;;;;;;;4,128;;;;;0,816
L;4_09;;4,128;;1,584;;4,128;;;;4,128;;;4,128;;;;;;;;;;;;1,584;;;;1,584;;;1,584;;;;4,128;;;;;1,584;;;;;;;;1,584;;0,816;;;0,816;1,584;;;;;;;;;;;;;;4,128;;;;;1,584;2,4;;;;;;;;;;;;;4,128;;0,816;1,584;;
L;4_10;;4,128;1,584;;;4,128;;;;;;;4,128;4,128;;;;;;4,128;;;;;;;;1,584;;;;;;1,584;;4,128;;;;1,584;;;;;;;1,584;1,584;;;;;1,584;0,816;;;;0,816;;;;4,128;;;;;;;;;;;;;;2,4;;;;;;1,584;;;1,584;;;;0,816;;;;
L;4_11;;2,064;;;;;;;0,792;;;;;2,064;;;;;;2,064;;;0,792;;;;;;;;;;;0,792;;2,064;2,064;;;0,792;;;;0,408;;0,792;;0,792;;2,064;;;;0,408;;;0,408;;;;0,792;2,064;;0,792;;0,792;;;;;;;;;1,2;;;;;;;;;;;;;;;;;;
L;4_12;;2,064;;;;2,064;;;;2,064;;;2,064;;;0,792;;;;;;;;;0,792;;;;;;;0,792;;;;2,064;;;;;;;;;;;;;;;;;;0,408;;;0,408;;;;;;;;0,792;;;;2,064;;;;;0,792;1,2;;;;;0,792;;;0,792;0,792;;;0,792;2,064;;;;;0,408
L;4_13;1,584;;;1,584;;4,128;;;;4,128;;;;;;1,584;;1,584;;;;;;;;1,584;1,584;;;4,128;4,128;;;;;4,128;4,128;;;;;;;;4,128;;;;;;0,816;;;;;;0,816;;;;;;;;;;;;;;;;1,584;;2,4;;;1,584;1,584;;;;;;;;;;;;;;0,816
L;4_14;;;;;;;0,792;0,408;;;;2,064;2,064;2,064;;0,792;;;;2,064;;;;0,792;;;;;;;;;;;;;;;;;;0,792;2,064;;;;;;0,792;2,064;;;0,792;0,408;;;;;;;;;;;;;2,064;;;0,792;;;;;;1,2;;;;;;0,792;;;0,792;;;;0,408;;;;
L;4_15;1,584;;;;;4,128;1,584;;;;1,584;;;4,128;1,584;;;;;;1,584;;;1,584;;;;;;;;;1,584;;4,128;4,128;;;;;;;4,128;;;;;;;4,128;;;;;;0,816;0,816;0,816;;;;;;;;;4,128;;;1,584;1,584;;;;;2,4;;;;;;;;;;;;;;;;;
L;4_16;0,792;;;;2,064;2,064;;;;2,064;;;;;;;0,792;;;;;0,792;;;0,792;;;;;2,064;;0,792;;;;;2,064;;;;;;;;2,064;;;;;;0,408;;;0,408;0,792;;;;;;;;;;;;;;;;;;;;;1,2;;0,792;0,792;;;;;0,792;;;;2,064;;0,408;;;
L;4_17;;2,064;;0,792;;;;;;2,064;;;2,064;;;;0,792;;;;;;0,792;;;;;;0,792;2,064;2,064;0,792;;;;;2,064;;;;;;;;;;;;;;0,408;;;;;;0,408;;0,792;;;2,064;;;;;;;;;;0,792;;;1,2;;;;;;;;0,792;;;;;;;0,408;;0,792;
L;4_18;;4,128;;;;4,128;;;;4,128;;;;;;;1,584;;;;;;;;;;;;1,584;;;;;;;;;;1,584;;;;;;4,128;;1,584;;;;;;;0,816;;;0,816;;;1,584;;4,128;;;;;;4,128;;;;1,584;;;2,4;;;;;1,584;;;;1,584;;;;4,128;;;1,584;;0,816
L;4_19;;2,064;;;;2,064;;;;;;2,064;;2,064;;;;;;;;;;;;;;;;;;;;0,792;2,064;;2,064;0,792;;0,792;;;2,064;0,408;;;0,792;;;;;0,792;;;;0,408;0,408;;;;0,792;;;0,792;;0,792;;;;;;;;;1,2;;;0,792;;;;;;;;;;;;;;;
L;4_20;1,584;4,128;;;;;;;;;;;4,128;4,128;;1,584;;;1,584;4,128;1,584;;;;;;;1,584;;;;;;;4,128;4,128;;;;;;;;;;;;;;;;;;;;0,816;;0,816;;;;4,128;;1,584;;1,584;;;;;;;;;2,4;;;1,584;1,584;;;;;;;;;;0,816;;;;
L;4_21;;;;;;4,128;;0,816;;;;4,128;;4,128;;;;;;;;;1,584;;;;;1,584;;;;;;;4,128;;4,128;1,584;;;;;4,128;;;1,584;;;1,584;;;1,584;;;;0,816;;;1,584;;;;;;;;4,128;;;;;;;1,584;;2,4;;;;;;;;;;1,584;;;0,816;;;;
L;4_22;;2,064;;;;;;;;2,064;;;;;;;;;;;;;0,792;;;0,792;;;;;2,064;;;;;2,064;2,064;;0,792;;;;;;2,064;;0,792;;0,792;;0,408;;0,792;;;;;;;;;;;;;;;2,064;;;;;;;;1,2;0,792;;;;;;;;;;0,792;;;0,408;0,792;;0,408
L;4_23;1,584;;;;4,128;;;;;4,128;;;4,128;;;;;1,584;;;;1,584;1,584;;;;1,584;;;;;;;;;;4,128;;;;;;;;4,128;;;;;;;;1,584;;;;0,816;;;;;4,128;;;1,584;;;;4,128;;;;1,584;;;2,4;;;;1,584;;;;;;;;;;0,816;;;0,816
L;4_24;;;;;;;;;;;0,792;;2,064;2,064;;;;;;;;;0,792;;;;;0,792;;;;;0,792;;2,064;2,064;2,064;;;;;0,792;;;;;;;;;;;;0,408;;;0,408;0,408;0,792;;0,792;2,064;;;;;2,064;;;;;;;;;1,2;;;0,792;;0,792;;;;;;;;;;;;
L;5_01;;2,064;;;;;;0,408;;;;;2,064;2,064;;;;;;;;;0,792;;;;;;;;;;;0,792;2,064;2,064;;;;0,792;;;;0,408;;;;0,792;;2,064;;;;;;;0,408;;;;0,792;2,064;;0,792;;0,792;;;;;;;;0,792;;1,2;;;;;0,792;;;;;;;;;;;;
L;5_02;;;;0,792;2,064;2,064;;;;2,064;;;2,064;;;;;0,792;;;;;;;;0,792;;;;2,064;;;;;;2,064;2,064;;;;;;;;;;;;;;0,408;;0,792;0,408;;;;;;0,792;;;;;0,792;;;;;;;;;0,792;;1,2;;;;0,792;;;;;;;;;;0,408;;0,792;
L;5_03;;4,128;1,584;;;4,128;;0,816;;;;;;4,128;;;;;;4,128;;;1,584;;;;;;;;;;;;;4,128;4,128;;;1,584;;;4,128;0,816;;;1,584;1,584;1,584;;;1,584;;0,816;;;;;;;;;;;;1,584;;;;;;;;;2,4;;;;;;;1,584;;;;;;;;;;;
L;5_04;1,584;;;;;;;;;4,128;;;4,128;;;;;;;;;;1,584;;;;1,584;;1,584;;;;;;;4,128;4,128;;;;;;;;4,128;;;;1,584;;;;;0,816;;;0,816;;;;;;;;;;;4,128;;;;1,584;;;2,4;;;;1,584;;;;;1,584;;;;4,128;;0,816;;1,584;
L;5_05;;;;;4,128;;;;;4,128;;;4,128;;;;;;;;;;;;;;1,584;;1,584;;4,128;1,584;;;;;4,128;;;;;;;;4,128;;1,584;;1,584;;0,816;;;;;;;;1,584;;;;1,584;;;;;;4,128;;;;;;;2,4;1,584;;;;;;;;;;;;;0,816;1,584;;0,816
L;5_06;;;0,792;;;;;;;;0,792;2,064;2,064;2,064;;0,792;;;;;;;;0,792;;;;;;;;;0,792;;2,064;;;;;;;;2,064;;;;;;;2,064;;;;;;0,408;0,408;0,408;;;;;;;;;2,064;;;;0,792;;;;1,2;;;;0,792;;;;;;0,792;0,792;;;;;;;
L;5_07;;4,128;;;;;;;;;;;4,128;4,128;;;;;;;1,584;;1,584;;;;;;;;;;;;4,128;4,128;;;;;;1,584;;;;;;;1,584;;;1,584;;0,816;;0,816;;0,816;1,584;;1,584;4,128;;;;;4,128;;;;;;;1,584;;2,4;;;;;1,584;;;;;;;;;;;;
L;5_08;0,792;2,064;;;;2,064;;;;2,064;;;;;;;;;;;;;0,792;;0,792;;;;;;;;;;;;;;;;0,792;;;;2,064;;0,792;;;;0,408;;;;0,792;;;;;;;2,064;;;;;;2,064;;;;;;;1,2;;;;0,792;0,792;;;0,792;;;;;2,064;;0,408;;;0,408
L;5_09;;;;;4,128;4,128;;;;4,128;;;4,128;;;1,584;;;;;;;;;;1,584;;;;;4,128;;;;;;4,128;;;;;;;;;;1,584;;;;;;;0,816;;;0,816;;1,584;1,584;;;1,584;;1,584;;;;4,128;;;;;;;2,4;;1,584;;;;;;1,584;;;;;;;;;0,816
L;5_10;;;;;;4,128;;0,816;1,584;;1,584;4,128;;4,128;1,584;;;;;4,128;;;;;;;;1,584;;;;;;;4,128;;;;;;;;4,128;;;1,584;;;;4,128;;;1,584;0,816;;;0,816;;1,584;;;;;;;;;;;;;;;;2,4;;;1,584;;;;;;;;1,584;;;;;;;
L;5_11;0,792;;;;;;0,792;0,408;;;;2,064;;2,064;;0,792;;;0,792;2,064;;;;;;;;;;;;;;;;;2,064;0,792;;;;;2,064;;;;;;;2,064;;;0,792;;;;0,408;;0,792;;;;;;;;2,064;;;;;;;;;1,2;;0,792;;;;0,792;;;;;;;0,408;;;;
L;5_12;0,792;2,064;;;;;;;;2,064;;;;;;;;;;;;;;;0,792;;;;0,792;;2,064;;;;;;2,064;;;;;;;;2,064;;;;;;0,408;;0,792;;0,792;;0,408;;;;;;;;;;;2,064;;;;;;;1,2;;0,792;;;;;;;;;;0,792;2,064;;;0,792;0,792;0,408
L;5_13;0,792;2,064;;;;2,064;;;;2,064;;;;;;;0,792;;;;;0,792;0,792;;;;;;;;2,064;;;;;;2,064;;0,792;;;;;;;;;;0,792;;;;;0,408;;;0,408;;;;;2,064;;;;;;;2,064;;;0,792;0,792;;1,2;;;;;0,792;;;;;;;;;;;;;0,408
L;5_14;;4,128;;;;;;;;;;4,128;4,128;4,128;;1,584;;;;4,128;1,584;;;1,584;;;;1,584;;;;;;1,584;;;4,128;;;;;;;0,816;;;;;;;;;1,584;0,816;;;;0,816;;;;4,128;;;;;;;;;;;;;2,4;;;1,584;1,584;;;;;;1,584;;;;;;;;
L;5_15;;;;;;2,064;;;;;;;;2,064;;;;;0,792;;;;;;;;;;;;;;;;2,064;2,064;;0,792;;;;;2,064;0,408;;0,792;;0,792;;2,064;;;;;;0,408;;;0,792;;;;;;;;2,064;;;0,792;0,792;;;0,792;1,2;;;;;;;;;;0,792;;;;0,408;;;;
L;5_16;;4,128;;;;4,128;;;;4,128;;;;;;;1,584;;;;;;1,584;;;1,584;;;;;4,128;;;;;;;;1,584;;;;;;4,128;;;;;;;;1,584;0,816;;;0,816;;1,584;;;;;;;;;4,128;;;;;1,584;1,584;;2,4;;;;;;;;;;;;4,128;;0,816;1,584;;
L;5_17;;2,064;;;2,064;2,064;;;;2,064;;;2,064;;;;;;;;;0,792;;;;;;;0,792;2,064;;0,792;;;;;;;;;;;;;;;0,792;;;;;;;0,408;;;0,408;;;;;2,064;0,792;;;;;;;;;;0,792;;1,2;;;;;;;;;0,792;;;0,792;;;0,408;0,792;;
L;5_18;0,792;2,064;;;;2,064;0,792;0,408;0,792;;;;;2,064;0,792;;;;;;;;;;;;;0,792;;;;;;;2,064;2,064;;;;;;;;;;0,792;;;0,792;;;0,792;;;;;0,408;;;;;2,064;;;;;2,064;;;;;;;;;1,2;;;;;;0,792;;;;;;;0,408;;;;
L;5_19;;4,128;;1,584;;;;;;4,128;;;4,128;;;;;;;;;;1,584;;;;1,584;;;;;1,584;;;;4,128;;;;;1,584;;;;4,128;;;;;;0,816;;;0,816;1,584;;0,816;;;;;4,128;;;;;;4,128;;;;;;1,584;;2,4;;1,584;;;;;1,584;;;;;;;;;;
L;5_20;;;1,584;;;4,128;;;;;;4,128;;4,128;;;;;1,584;;;;;;;;;;;;;;1,584;;;;4,128;;;;;;4,128;;;;1,584;;;4,128;;1,584;;0,816;;0,816;;;;;1,584;;;;;1,584;4,128;;;;;;;;;2,4;;;1,584;;;;;;;1,584;;;0,816;;;;
L;5_21;;;;;;2,064;;;0,792;;;2,064;2,064;2,064;;;;;;;0,792;;;0,792;;;;;;;;;;0,792;;;2,064;;;0,792;;0,792;2,064;0,408;;;0,792;;;;;;;;;0,408;;0,408;;;;;;0,792;;;2,064;;;0,792;;;;;;1,2;;;;;;;;;;;;;;;;;
L;5_22;;2,064;;0,792;2,064;2,064;;;;2,064;;;;;;;;0,792;;;;;;;0,792;;;;;2,064;;0,792;;;;2,064;;;;;;;;;2,064;;;;;;0,408;;;;;;;;;0,792;;;;;;;;;;;;;;;;1,2;0,792;0,792;;0,792;;;;;;;0,792;;;0,408;;;0,408
L;5_23;1,584;4,128;;;;;1,584;0,816;;;1,584;;4,128;4,128;1,584;;;;;4,128;;;;;;;;;;;;;1,584;;;4,128;4,128;;;;;;;;;;;;;;;;1,584;;;;;0,816;;;;4,128;;1,584;;;;;;;1,584;;;;2,4;;;;;;1,584;;;;;;;;0,816;;;;
L;5_24;;;;;;4,128;;;;4,128;;;4,128;;;1,584;1,584;1,584;;;;;;;;1,584;;;;;;;;;;4,128;4,128;;1,584;;;;;;;;;;;;0,816;;;;;;;;;;;;;;1,584;;;4,128;;;;1,584;;;2,4;;;1,584;1,584;;;;;;;;;4,128;;0,816;;;0,816
L;6_01;1,584;;;;;;1,584;;;;;4,128;;4,128;1,584;;;;1,584;4,128;;;;;;;;;;;;;;;4,128;;4,128;1,584;;;;1,584;4,128;;;;;;;4,128;;;;;;0,816;0,816;0,816;1,584;;;;;;;;;;;;;;;;2,4;;;;;;;1,584;;;;1,584;;;;;;;
L;6_02;;4,128;;;;4,128;;;;4,128;;;;;;1,584;;1,584;;;;;;;1,584;1,584;;;;4,128;;1,584;;;;4,128;;;1,584;;;;;;4,128;;;;;;0,816;;1,584;;;;0,816;;;;;4,128;;;;;;;;;;;;;2,4;;;;;;;;;1,584;;;;;;0,816;1,584;;
L;6_03;;2,064;0,792;;;2,064;;;;;0,792;2,064;;2,064;;;;;;;;;;;;;;;;;;;0,792;0,792;2,064;;2,064;0,792;;;;;;;;0,792;;;0,792;;;0,792;;;;0,408;;0,408;0,792;;;2,064;;;;;;;;;;;;;1,2;;;;;;;;;;;;;;0,408;;;;
L;6_04;;2,064;;;;;;;;2,064;;;;;;0,792;0,792;;;;;;0,792;;;0,792;;;;;2,064;;;;;;2,064;;0,792;;;;;;2,064;;;;;;0,408;;;0,408;0,792;;;;;;;;;;;;;2,064;;;;0,792;;;;1,2;0,792;;;;;;;;;;;2,064;;;0,792;;0,408
L;6_05;;;;;;2,064;;;;;;2,064;;2,064;;;;;;;;;0,792;;;;;;;;;;;;;2,064;2,064;;;0,792;;;;0,408;;;;0,792;0,792;2,064;;0,792;;0,408;;;;;;;0,792;;;;;0,792;2,064;;;;;;;0,792;;1,2;;;;;0,792;;;;;;;;0,408;;;;
L;6_06;;;;;;4,128;;;1,584;;;;;4,128;;;;;;;1,584;;;;;;;1,584;;;;;;1,584;;4,128;4,128;;;;;;4,128;0,816;;;1,584;;;4,128;;;1,584;0,816;;;0,816;;;;;;;1,584;;;4,128;;;1,584;;;;;2,4;;;1,584;;;;;;;;;;;;;;;
L;6_07;;2,064;;;2,064;;;;;2,064;;;2,064;;;;;0,792;;;;0,792;0,792;;;;;;;2,064;;;;;;;2,064;;;;;;;;;;0,792;;;;0,408;;;;0,792;;0,408;;;;;;;;0,792;;;;;;;0,792;;;;1,2;;;;0,792;;;;0,792;;;;2,064;;0,408;;;
L;6_08;;4,128;;1,584;;4,128;;;;4,128;;;;;;;1,584;;;;;;1,584;;;1,584;;;;4,128;4,128;;;;;4,128;;;;;;;;;4,128;;;;;;0,816;;;0,816;;;0,816;;;;;;;;;;;;;;;1,584;;;2,4;;;;1,584;1,584;;;1,584;;;;;;;;;1,584;
L;6_09;;;;;;2,064;;;;2,064;;;2,064;;;;;;;;;;;;;;;;0,792;;;0,792;;;;2,064;2,064;;0,792;;0,792;;;;;;;;;;0,408;;;0,408;0,792;;;;;;;2,064;;;0,792;;;;2,064;;;;0,792;0,792;;1,2;;0,792;;;;;;;;;;;;0,408;;;
L;6_10;;2,064;0,792;;;;;0,408;;;0,792;;2,064;2,064;;;;;;;;;;0,792;;;;;;;;;0,792;;;;2,064;;;;;0,792;2,064;;;;;;;;;;;;;0,408;;;;;;2,064;;;;;2,064;;;0,792;0,792;;;0,792;;1,2;;;;;;;;;0,792;;;;0,408;;;;
L;6_11;1,584;;;;;;;;;4,128;;;4,128;;;;;;;;;;;;;;1,584;;1,584;;4,128;;;;;;4,128;;;;;;;;4,128;;1,584;;;;0,816;;;;;;;;;1,584;;;;;;;;4,128;;;;;1,584;1,584;2,4;;;;;1,584;;;1,584;;;;;4,128;;0,816;;;0,816
L;6_12;;4,128;;;;;;;;;;;;4,128;;1,584;;;;4,128;;;1,584;1,584;;;;;;;;;;;4,128;4,128;4,128;;;;;;4,128;0,816;;;1,584;1,584;;;;;;0,816;;;;0,816;;;;;;1,584;;;;;;1,584;;;;;2,4;;;1,584;1,584;;;;;;;;;;;;;;
L;6_13;;4,128;;;;;;0,816;;;;;4,128;4,128;;1,584;;;1,584;4,128;;;;;;;;;;;;;;1,584;4,128;4,128;;;;1,584;;;;0,816;;;1,584;;;;;;;0,816;;;;;1,584;;;4,128;;1,584;;1,584;;;;;;;;;;2,4;;;;;1,584;;;;;;;;;;;;
L;6_14;;;;;4,128;;;;;4,128;;;4,128;;;;1,584;;;;;1,584;;;;;;;1,584;;;;;;;;4,128;;;;1,584;;;;4,128;;;;1,584;;;;;0,816;;;;;1,584;;;4,128;;;1,584;;;;4,128;;;;;;2,4;;;1,584;;;;;;;;;;;;0,816;;1,584;0,816
L;6_15;;2,064;;0,792;;2,064;;;;2,064;;;2,064;;;;;;;;;;0,792;;;0,792;;;;;;;;;;2,064;;;;;;;;;;;;;;;0,408;;0,792;;;;0,408;;0,792;;;;;;0,792;;;;2,064;;;;;;;1,2;0,792;;;;;;0,792;;;;;2,064;;0,408;;0,792;
L;6_16;0,792;;;;;2,064;;0,408;0,792;;;;2,064;2,064;;;;;;2,064;;;0,792;;;;;0,792;;;;;;;;2,064;;0,792;;;;;;;;0,792;;;;;;;;;;0,408;;;;;;2,064;;;;;2,064;;;;;;;;1,2;;;0,792;0,792;;;;;;;0,792;;;0,408;;;;
L;6_17;0,792;;;;;2,064;;;;2,064;;;;;;;;0,792;;;;;;;;;0,792;;;;2,064;;;;;;2,064;;;;0,792;;;;2,064;;;;0,792;;0,408;;;0,408;;;;;;;;2,064;;;;;;;2,064;;;;;;;1,2;;;0,792;0,792;;;;;;;0,792;;;;0,792;;0,408
L;6_18;;4,128;1,584;;;;1,584;0,816;1,584;;;;4,128;4,128;;;;;;4,128;1,584;;;;;;;;;;;;;;4,128;;;;;;;;4,128;;;1,584;;;;;;;;;;;0,816;0,816;;;;4,128;;;;;;;;;;;;1,584;;2,4;;;;;;1,584;;;1,584;1,584;;;;;;;
L;6_19;1,584;;;;4,128;4,128;;;;4,128;;;4,128;;;;;;;;;1,584;;;1,584;;;;;4,128;4,128;1,584;;;;;;;;;;;;;4,128;;;;1,584;;;;;;;;0,816;;1,584;;;;1,584;;;;;;;;;;1,584;;2,4;;;1,584;;;;;;;;;;;;0,816;;;0,816
L;6_20;;;;;;2,064;0,792;0,408;;;;2,064;2,064;2,064;0,792;;;;0,792;;;;;0,792;;;;;;;;;;;;;;;;0,792;;;2,064;;;;;;;2,064;;;0,792;;;;0,408;0,408;;;;;;;;;2,064;;;;0,792;;;0,792;;1,2;;;;;0,792;;;;;;;;;;;;
L;6_21;;;;;;2,064;0,792;;;;;2,064;;2,064;0,792;;;;;2,064;0,792;;;;;;;;;;;;;;2,064;;;;;;;;;0,408;;;;0,792;0,792;2,064;;0,792;0,792;;;0,408;;;;;0,792;2,064;;;;;;;;;;;;;;1,2;;;;;;0,792;;;;;;;0,408;;;;
L;6_22;;4,128;;;4,128;;;;;4,128;;;4,128;;;;;;;;;;;;1,584;;;;1,584;;;1,584;;;;4,128;4,128;;;;;;;;;;1,584;;;;;;;0,816;;;0,816;;1,584;;;;;;;;;4,128;;;;;;;;2,4;1,584;;;;;;;1,584;;;1,584;;;;1,584;;0,816
L;6_23;;4,128;;;;;;;;;1,584;4,128;4,128;4,128;;1,584;;;;;;;;1,584;;;;;;;;;;;;4,128;;;;;;1,584;;0,816;;;;;;4,128;;;;0,816;;;0,816;;;;1,584;;;;;1,584;4,128;;;;1,584;;;;2,4;;;;1,584;;;;;;1,584;;;;;;;;
L;6_24;0,792;2,064;;;2,064;2,064;;;;2,064;;;2,064;;;0,792;;;;;;0,792;;;;;0,792;;;;;;;;;;;;;;;;;;;;;;;;;;0,792;0,408;;;0,408;;;0,792;;;0,792;;0,792;;;2,064;;;;;;;1,2;;;0,792;;;;;;;;;;2,064;;;;;0,408
