plot,block,idTreatment,plotSize,exposition,side,substrateType,sandRatio,substrateDepth,seedmixType,targetType,seedDensity,surveyYear,vegetationCov,botanist,bioMass,id,conf.low,conf.high,cwmAbuN,cwmAbuF,cwmAbuT,fdisAbuLHS,fdisAbuSla,cwmAbuSla,fdisAbuSeedmass,cwmAbuSeedmass,fdisAbuHeight,cwmAbuHeight,fdisAbuSrl,cwmAbuSrl,fdisAbuRmf,cwmAbuRmf,fdisAbuAll
L2_03,2,L_211,4,south,land,1,0,15,1,hay_meadow,4,2021,80,Markus Bauer,NA,L2_03_2021,108,108,3.273,3.848,5.99,0.736,0.291,23.089,0.533,5.284,0.323,0.229,1.019,59.233,0.187,0.305,0.74
L2_04,2,L_213,4,south,land,1,0,15,3,dry_grassland,4,2018,40,Jakob Huber,NA,L2_04_2018,109,109,3.025,3.868,5.99,0.953,0.372,21.006,0.524,2.566,0.497,0.267,1.037,139.418,0.379,0.35,0.907
L2_04,2,L_213,4,south,land,1,0,15,3,dry_grassland,4,2019,70,Linda Weggler,NA,L2_04_2019,110,110,4.919,4.243,5.961,1.493,0.205,23.581,1.071,3.48,0.866,0.341,1.18,76.985,0.508,0.335,1.567
L2_04,2,L_213,4,south,land,1,0,15,3,dry_grassland,4,2020,70,Jakob Huber,NA,L2_04_2020,111,111,7,4.016,6.043,0.716,0.238,18.626,0.532,0.941,0.408,0.469,0.592,123.192,0.352,0.198,0.783
L2_04,2,L_213,4,south,land,1,0,15,3,dry_grassland,4,2021,70,Markus Bauer,NA,L2_04_2021,112,112,5.234,4.174,6,1.022,0.213,23.931,0.566,4.968,0.733,0.295,0.967,52.912,0.237,0.309,0.876
L2_05,2,L_221,4,south,land,2,25,15,1,hay_meadow,4,2018,30,Jakob Huber,NA,L2_05_2018,113,113,4.828,4.407,6,1.422,0.304,25.85,1.044,1.184,0.717,0.321,1.263,115.705,0.491,0.414,1.046
L2_05,2,L_221,4,south,land,2,25,15,1,hay_meadow,4,2019,70,Linda Weggler,NA,L2_05_2019,114,114,4.834,4.29,5.985,1.116,0.285,21.923,0.676,4.724,0.741,0.433,0.741,73.328,0.67,0.41,1.291
L2_05,2,L_221,4,south,land,2,25,15,1,hay_meadow,4,2020,65,Jakob Huber,NA,L2_05_2020,115,115,6.972,4.047,6.143,0.774,0.282,18.912,0.545,0.964,0.436,0.463,0.589,123.737,0.394,0.202,0.829
L2_05,2,L_221,4,south,land,2,25,15,1,hay_meadow,4,2021,70,Markus Bauer,NA,L2_05_2021,116,116,4.177,4.025,5.993,0.632,0.317,16.091,0.215,2.806,0.428,0.461,1.177,76.496,0.485,0.282,1.248
L2_06,2,L_224,4,south,land,2,25,15,4,dry_grassland,8,2018,30,Jakob Huber,NA,L2_06_2018,117,117,4.018,4.011,6.005,0.594,0.332,16.07,0.17,3.008,0.428,0.466,1.246,76.128,0.381,0.342,1.058
L2_06,2,L_224,4,south,land,2,25,15,4,dry_grassland,8,2019,70,Linda Weggler,NA,L2_06_2019,118,118,4.026,3.96,5.956,1.14,0.517,18.167,0.538,2.622,0.677,0.433,1.284,79.125,0.596,0.338,1.57
L2_06,2,L_224,4,south,land,2,25,15,4,dry_grassland,8,2020,65,Jakob Huber,NA,L2_06_2020,119,119,6.988,4.078,6,0.406,0.186,18.238,0.291,0.72,0.177,0.525,0.2,150.956,0.27,0.192,0.46
L2_06,2,L_224,4,south,land,2,25,15,4,dry_grassland,8,2021,80,Markus Bauer,NA,L2_06_2021,120,120,5.778,4.078,5.958,0.811,0.28,19.314,0.456,0.972,0.537,0.433,0.407,156.405,0.723,0.237,1.098
L2_07,2,L_223,4,south,land,2,25,15,3,dry_grassland,4,2018,25,Jakob Huber,NA,L2_07_2018,121,121,3.11,3.881,5.953,0.914,0.361,23.282,0.495,1.97,0.534,0.261,0.642,220.143,0.539,0.365,0.968
L2_07,2,L_223,4,south,land,2,25,15,3,dry_grassland,4,2019,80,Linda Weggler,NA,L2_07_2019,122,122,5.023,4.228,5.985,1.251,0.358,24.361,0.771,1.687,0.764,0.424,0.98,141.97,0.699,0.382,1.472
L2_07,2,L_223,4,south,land,2,25,15,3,dry_grassland,4,2020,70,Jakob Huber,NA,L2_07_2020,123,123,6.971,4.073,6.111,0.32,0.13,17.913,0.235,0.682,0.158,0.523,0.238,147.598,0.177,0.187,0.342
L2_07,2,L_223,4,south,land,2,25,15,3,dry_grassland,4,2021,80,Markus Bauer,NA,L2_07_2021,124,124,5.263,4.07,5.818,0.691,0.315,24.244,0.337,1.648,0.414,0.555,0.606,150.199,0.263,0.264,0.759
L2_08,2,L_222,4,south,land,2,25,15,2,hay_meadow,8,2018,20,Jakob Huber,NA,L2_08_2018,125,125,3.452,3.879,5.696,0.553,0.2,25.77,0.163,1.99,0.444,0.568,0.54,194.158,0.294,0.29,0.622
L2_08,2,L_222,4,south,land,2,25,15,2,hay_meadow,8,2019,60,Linda Weggler,NA,L2_08_2019,126,126,4.254,3.712,5.907,0.76,0.297,23.562,0.258,2.565,0.584,0.471,0.71,104.23,0.75,0.377,1.071
L2_08,2,L_222,4,south,land,2,25,15,2,hay_meadow,8,2020,65,Jakob Huber,NA,L2_08_2020,127,127,6.975,4.049,6,0.63,0.208,18.395,0.464,0.858,0.361,0.477,0.518,128.689,0.285,0.194,0.67
L2_08,2,L_222,4,south,land,2,25,15,2,hay_meadow,8,2021,80,Markus Bauer,NA,L2_08_2021,128,128,5.692,4.045,5.986,1.297,0.492,21.173,0.874,3.137,0.677,0.296,1.11,68.136,0.501,0.279,1.389
L2_09,2,L_234,4,south,land,3,50,15,4,dry_grassland,8,2018,60,Jakob Huber,NA,L2_09_2018,129,129,3.679,4.044,5.922,0.889,0.208,24.788,0.522,2.772,0.523,0.245,1.425,132.523,0.483,0.373,1.002
L2_09,2,L_234,4,south,land,3,50,15,4,dry_grassland,8,2019,60,Linda Weggler,NA,L2_09_2019,130,130,4.007,3.638,6,0.751,0.296,23.495,0.38,1.95,0.388,0.371,1.054,118.949,0.669,0.346,1.096
L2_09,2,L_234,4,south,land,3,50,15,4,dry_grassland,8,2020,60,Jakob Huber,NA,L2_09_2020,131,131,6.909,4.072,6,1.007,0.294,23.549,0.711,4.98,0.63,0.269,0.851,49.375,0.45,0.273,1.091
L2_09,2,L_234,4,south,land,3,50,15,4,dry_grassland,8,2021,80,Markus Bauer,NA,L2_09_2021,132,132,4.079,3.919,5.992,0.908,0.281,23.811,0.68,4.12,0.437,0.238,1.313,71.114,0.307,0.321,0.908
L2_10,2,L_233,4,south,land,3,50,15,3,dry_grassland,4,2018,45,Jakob Huber,NA,L2_10_2018,133,133,3.345,4.009,6,0.923,0.265,24.303,0.624,2.772,0.461,0.23,1.451,133.777,0.417,0.388,0.947
L2_10,2,L_233,4,south,land,3,50,15,3,dry_grassland,4,2019,40,Linda Weggler,NA,L2_10_2019,134,134,3.643,3.953,5.991,0.826,0.222,24.401,0.483,5.214,0.531,0.278,1.045,62.694,0.539,0.376,0.955
L2_10,2,L_233,4,south,land,3,50,15,3,dry_grassland,4,2020,60,Jakob Huber,NA,L2_10_2020,135,135,5.111,4.018,6,0.413,0.072,25.513,0.196,8.693,0.344,0.23,0.442,38.203,0.212,0.327,0.433
L2_10,2,L_233,4,south,land,3,50,15,3,dry_grassland,4,2021,80,Markus Bauer,NA,L2_10_2021,136,136,3.984,3.969,5.974,0.985,0.292,23.64,0.714,3.909,0.47,0.255,1.166,66.387,0.287,0.332,0.958
L2_11,2,L_231,4,south,land,3,50,15,1,hay_meadow,4,2018,40,Jakob Huber,NA,L2_11_2018,137,137,5.305,3.966,5.974,1.158,0.238,23.54,0.641,2.851,0.771,0.35,0.842,71.083,0.448,0.389,1.236
L2_11,2,L_231,4,south,land,3,50,15,1,hay_meadow,4,2019,60,Linda Weggler,NA,L2_11_2019,138,138,4.781,3.893,5.961,0.872,0.275,22.669,0.493,2.423,0.49,0.435,0.742,99.301,0.345,0.454,0.993
L2_11,2,L_231,4,south,land,3,50,15,1,hay_meadow,4,2020,60,Jakob Huber,NA,L2_11_2020,139,139,6,4.046,6.016,0.319,0.071,25.991,0.201,8.969,0.208,0.216,0.152,33.386,0.049,0.309,0.247
L2_11,2,L_231,4,south,land,3,50,15,1,hay_meadow,4,2021,70,Markus Bauer,NA,L2_11_2021,140,140,4.183,4.104,5.972,1.05,0.338,23.569,0.733,4.21,0.545,0.264,1.201,65.561,0.212,0.313,0.999
L2_12,2,L_232,4,south,land,3,50,15,2,hay_meadow,8,2018,65,Jakob Huber,NA,L2_12_2018,141,141,3.901,4.084,5.983,1.178,0.429,22.689,0.706,2.997,0.604,0.252,1.312,84.728,0.317,0.332,1.133
L2_12,2,L_232,4,south,land,3,50,15,2,hay_meadow,8,2019,30,Linda Weggler,NA,L2_12_2019,142,142,3.35,3.89,6,1.227,0.327,22.512,0.854,2.303,0.597,0.251,1.278,113.389,0.564,0.342,1.353
L2_12,2,L_232,4,south,land,3,50,15,2,hay_meadow,8,2020,30,Jakob Huber,NA,L2_12_2020,143,143,6.345,4.068,6.026,1.252,0.413,21.454,0.828,3.166,0.78,0.315,1.046,63.592,0.561,0.256,1.344
L2_12,2,L_232,4,south,land,3,50,15,2,hay_meadow,8,2021,40,Markus Bauer,NA,L2_12_2021,144,144,3.975,4.032,5.986,0.897,0.455,17.343,0.364,3.374,0.627,0.398,1.099,57.752,0.167,0.307,0.872
L2_13,2,L_241,4,south,land,4,0,30,1,hay_meadow,4,2018,70,Jakob Huber,NA,L2_13_2018,145,145,3.856,4.007,5.986,1.067,0.532,18.739,0.435,3.64,0.733,0.355,1.174,60.633,0.239,0.332,0.726
L2_13,2,L_241,4,south,land,4,0,30,1,hay_meadow,4,2019,50,Linda Weggler,NA,L2_13_2019,146,146,3.777,3.876,6,1.073,0.443,21.144,0.583,3.768,0.65,0.292,1.125,60.224,0.378,0.336,0.904
L2_13,2,L_241,4,south,land,4,0,30,1,hay_meadow,4,2020,65,Jakob Huber,NA,L2_13_2020,147,147,7.737,4.41,6.194,1.315,0.308,24.838,0.746,4.844,0.962,0.344,0.863,50.258,0.362,0.27,1.314
L2_13,2,L_241,4,south,land,4,0,30,1,hay_meadow,4,2021,70,Markus Bauer,NA,L2_13_2021,148,148,4.875,4.215,6,1.318,0.41,23.053,0.927,2.898,0.748,0.306,1.259,86.604,0.387,0.285,1.351
L2_14,2,L_243,4,south,land,4,0,30,3,dry_grassland,4,2018,80,Jakob Huber,NA,L2_14_2018,149,149,5.019,4.431,6,1.512,0.468,24.66,1.09,1.229,0.675,0.341,1.289,97.143,0.463,0.35,1.324
L2_14,2,L_243,4,south,land,4,0,30,3,dry_grassland,4,2019,70,Linda Weggler,NA,L2_14_2019,150,150,4.43,4.14,6,1.314,0.455,19.89,0.813,1.864,0.752,0.358,1.311,107.638,0.63,0.339,1.634
L2_14,2,L_243,4,south,land,4,0,30,3,dry_grassland,4,2020,80,Jakob Huber,NA,L2_14_2020,151,151,6.976,4.023,6.182,0.324,0.124,17.904,0.211,0.671,0.186,0.516,0.203,149.733,0.175,0.187,0.322
L2_14,2,L_243,4,south,land,4,0,30,3,dry_grassland,4,2021,90,Markus Bauer,NA,L2_14_2021,152,152,5.402,3.971,6,1.163,0.387,21.159,0.766,1.983,0.717,0.362,0.92,105.038,0.681,0.277,1.397
L2_15,2,L_244,4,south,land,4,0,30,4,dry_grassland,8,2018,85,Jakob Huber,NA,L2_15_2018,153,153,4.355,3.816,5.938,1.161,0.34,22.856,0.604,1.884,0.764,0.395,0.902,115.048,0.537,0.38,1.186
L2_15,2,L_244,4,south,land,4,0,30,4,dry_grassland,8,2019,80,Linda Weggler,NA,L2_15_2019,154,154,4.352,4.082,6,1.357,0.357,23.637,0.932,1.757,0.704,0.353,1.173,127.978,0.68,0.389,1.526
L2_15,2,L_244,4,south,land,4,0,30,4,dry_grassland,8,2020,70,Jakob Huber,NA,L2_15_2020,155,155,6.918,4.14,6.588,0.343,0.174,18.224,0.236,0.706,0.111,0.536,0.094,156.635,0.279,0.193,0.358
L2_15,2,L_244,4,south,land,4,0,30,4,dry_grassland,8,2021,60,Markus Bauer,NA,L2_15_2021,156,156,5.384,4,6,1.131,0.366,21.447,0.502,1.726,0.837,0.44,0.614,153.089,0.742,0.315,1.401
L2_16,2,L_242,4,south,land,4,0,30,2,hay_meadow,8,2018,80,Jakob Huber,NA,L2_16_2018,157,157,4.954,4.182,5.951,1.15,0.296,23.589,0.29,2.262,0.943,0.397,0.938,164.815,0.383,0.409,1.237
L2_16,2,L_242,4,south,land,4,0,30,2,hay_meadow,8,2019,80,Linda Weggler,NA,L2_16_2019,158,158,4.636,4.044,6.009,1.481,0.306,21.136,1.129,0.694,0.79,0.345,1.013,269.175,1.015,0.31,1.888
L2_16,2,L_242,4,south,land,4,0,30,2,hay_meadow,8,2020,85,Jakob Huber,NA,L2_16_2020,159,159,6.966,4.148,6.375,0.285,0.112,17.821,0.197,0.666,0.127,0.534,0.09,157.209,0.179,0.187,0.278
L2_16,2,L_242,4,south,land,4,0,30,2,hay_meadow,8,2021,70,Markus Bauer,NA,L2_16_2021,160,160,5.358,4.035,5.977,0.997,0.334,20.28,0.681,1.527,0.582,0.393,0.745,129.297,0.835,0.283,1.383
L2_17,2,L_254,4,south,land,5,25,30,4,dry_grassland,8,2018,65,Jakob Huber,NA,L2_17_2018,161,161,4.25,4.206,6,1.169,0.322,23.93,0.583,2.257,0.784,0.327,1.039,144.266,0.527,0.399,1.249
L2_17,2,L_254,4,south,land,5,25,30,4,dry_grassland,8,2019,80,Linda Weggler,NA,L2_17_2019,162,162,4.234,4.024,6.009,1.32,0.319,23.678,0.934,1.641,0.693,0.351,0.979,147.492,0.716,0.389,1.511
L2_17,2,L_254,4,south,land,5,25,30,4,dry_grassland,8,2020,80,Jakob Huber,NA,L2_17_2020,163,163,6.97,4.059,6.25,0.117,0.062,17.579,0.087,0.602,0.028,0.547,0.057,159.112,0.095,0.183,0.132
L2_17,2,L_254,4,south,land,5,25,30,4,dry_grassland,8,2021,70,Markus Bauer,NA,L2_17_2021,164,164,5.979,4.019,6,1.057,0.379,20.033,0.712,1.036,0.596,0.426,0.522,131.276,0.623,0.227,1.206
L2_18,2,L_251,4,south,land,5,25,30,1,hay_meadow,4,2018,50,Jakob Huber,NA,L2_18_2018,165,165,4.234,4.113,5.98,1.429,0.459,23.655,0.974,1.24,0.706,0.376,1.054,129.073,0.516,0.398,1.154
L2_18,2,L_251,4,south,land,5,25,30,1,hay_meadow,4,2019,70,Linda Weggler,NA,L2_18_2019,166,166,4.131,4.272,6.012,0.959,0.302,25.334,0.672,2.488,0.379,0.423,0.567,178.111,0.6,0.457,0.966
L2_18,2,L_251,4,south,land,5,25,30,1,hay_meadow,4,2020,65,Jakob Huber,NA,L2_18_2020,167,167,6.959,4.068,6.25,0.113,0.053,17.532,0.08,0.597,0.041,0.547,0.029,161.609,0.055,0.181,0.104
L2_18,2,L_251,4,south,land,5,25,30,1,hay_meadow,4,2021,80,Markus Bauer,NA,L2_18_2021,168,168,4.403,4.023,6,0.976,0.304,20.239,0.664,1.466,0.596,0.307,0.874,141.895,0.586,0.273,1.161
L2_19,2,L_253,4,south,land,5,25,30,3,dry_grassland,4,2018,30,Jakob Huber,NA,L2_19_2018,169,169,2.732,4,5.986,0.832,0.329,20.18,0.525,1.656,0.409,0.271,0.821,195.741,0.273,0.348,0.764
L2_19,2,L_253,4,south,land,5,25,30,3,dry_grassland,4,2019,60,Linda Weggler,NA,L2_19_2019,170,170,3.746,3.921,5.991,0.927,0.381,19.458,0.412,2.495,0.6,0.355,1.023,133.822,0.553,0.403,1.11
L2_19,2,L_253,4,south,land,5,25,30,3,dry_grassland,4,2020,55,Jakob Huber,NA,L2_19_2020,171,171,6.963,4,6,0.304,0.103,17.772,0.225,0.678,0.166,0.519,0.233,147.844,0.153,0.186,0.326
L2_19,2,L_253,4,south,land,5,25,30,3,dry_grassland,4,2021,80,Markus Bauer,NA,L2_19_2021,172,172,4.176,4.04,5.991,0.844,0.35,17.059,0.466,2.21,0.52,0.425,1.021,120.019,0.57,0.287,1.24
L2_20,2,L_252,4,south,land,5,25,30,2,hay_meadow,8,2018,75,Jakob Huber,NA,L2_20_2018,173,173,3.871,3.92,5.847,0.747,0.412,17.07,0.268,2.841,0.439,0.444,1.035,103.567,0.579,0.37,1.178
L2_20,2,L_252,4,south,land,5,25,30,2,hay_meadow,8,2019,70,Linda Weggler,NA,L2_20_2019,174,174,4.122,4.047,5.978,0.659,0.433,16.804,0.241,3.208,0.37,0.481,1.075,82.163,0.671,0.403,1.279
L2_20,2,L_252,4,south,land,5,25,30,2,hay_meadow,8,2020,75,Jakob Huber,NA,L2_20_2020,175,175,6.977,3.995,5.909,0.282,0.097,17.758,0.207,0.667,0.155,0.521,0.221,148.569,0.143,0.186,0.308
L2_20,2,L_252,4,south,land,5,25,30,2,hay_meadow,8,2021,80,Markus Bauer,NA,L2_20_2021,176,176,5.021,4.099,6.016,1.194,0.406,20.588,0.734,1.322,0.785,0.38,0.658,166.316,0.688,0.272,1.4
L2_21,2,L_261,4,south,land,6,50,30,1,hay_meadow,4,2018,70,Jakob Huber,NA,L2_21_2018,177,177,4.432,4.341,5.978,1.366,0.425,24.626,1.091,1.174,0.494,0.325,1.104,115.253,0.491,0.383,1.314
L2_21,2,L_261,4,south,land,6,50,30,1,hay_meadow,4,2019,60,Linda Weggler,NA,L2_21_2019,178,178,4.612,4.203,6.061,1.184,0.486,21.439,0.758,2.612,0.595,0.529,0.61,151.444,0.489,0.447,1.407
L2_21,2,L_261,4,south,land,6,50,30,1,hay_meadow,4,2020,75,Jakob Huber,NA,L2_21_2020,179,179,6.98,4.041,6,0.536,0.177,18.199,0.394,0.797,0.307,0.489,0.439,134.139,0.242,0.191,0.568
L2_21,2,L_261,4,south,land,6,50,30,1,hay_meadow,4,2021,90,Markus Bauer,NA,L2_21_2021,180,180,5.08,4.006,5.987,1.095,0.333,16.26,0.792,0.883,0.506,0.512,0.97,101.452,0.656,0.255,1.17
L2_22,2,L_262,4,south,land,6,50,30,2,hay_meadow,8,2018,55,Jakob Huber,NA,L2_22_2018,181,181,4.159,4.056,5.994,0.736,0.354,16.096,0.478,1.906,0.343,0.49,1.239,122.728,0.512,0.359,1.17
L2_22,2,L_262,4,south,land,6,50,30,2,hay_meadow,8,2019,60,Linda Weggler,NA,L2_22_2019,182,182,3.812,4.02,5.977,1.249,0.365,20.736,0.884,1.413,0.644,0.301,1.277,128.991,0.584,0.347,1.415
L2_22,2,L_262,4,south,land,6,50,30,2,hay_meadow,8,2020,65,Jakob Huber,NA,L2_22_2020,183,183,6.9,4.036,6.103,0.721,0.236,18.482,0.512,0.932,0.419,0.465,0.553,126.191,0.335,0.197,0.735
L2_22,2,L_262,4,south,land,6,50,30,2,hay_meadow,8,2021,60,Markus Bauer,NA,L2_22_2021,184,184,4.296,4.037,6.008,0.547,0.246,15.733,0.348,2.143,0.284,0.494,0.631,149.383,0.678,0.252,1.195
L2_23,2,L_263,4,south,land,6,50,30,3,dry_grassland,4,2018,60,Jakob Huber,NA,L2_23_2018,185,185,3.883,3.894,6.116,0.522,0.235,15.571,0.295,3.344,0.3,0.485,0.778,121.535,0.273,0.38,1.065
L2_23,2,L_263,4,south,land,6,50,30,3,dry_grassland,4,2019,70,Linda Weggler,NA,L2_23_2019,186,186,4.017,4.035,6,1.219,0.491,19.597,0.713,1.895,0.664,0.369,1.222,156.742,0.752,0.352,1.564
L2_23,2,L_263,4,south,land,6,50,30,3,dry_grassland,4,2020,60,Jakob Huber,NA,L2_23_2020,187,187,6.887,4.073,6.1,1.211,0.391,20.764,0.859,1.865,0.717,0.372,0.998,84.984,0.604,0.232,1.326
L2_23,2,L_263,4,south,land,6,50,30,3,dry_grassland,4,2021,70,Markus Bauer,NA,L2_23_2021,188,188,4.023,3.931,5.984,0.892,0.304,19.339,0.558,1.531,0.557,0.348,0.788,151.975,0.495,0.279,1.007
L2_24,2,L_264,4,south,land,6,50,30,4,dry_grassland,8,2018,75,Jakob Huber,NA,L2_24_2018,189,189,3.924,3.992,5.983,0.703,0.347,16.517,0.309,2.286,0.477,0.455,0.912,149.438,0.349,0.353,1.051
L2_24,2,L_264,4,south,land,6,50,30,4,dry_grassland,8,2019,60,Linda Weggler,NA,L2_24_2019,190,190,3.851,4.051,5.947,1.024,0.398,18.609,0.555,2.18,0.641,0.386,1.043,149.594,0.457,0.337,1.261
L2_24,2,L_264,4,south,land,6,50,30,4,dry_grassland,8,2020,80,Jakob Huber,NA,L2_24_2020,191,191,6.919,4.215,6.152,1.289,0.422,22.798,0.819,3.823,0.817,0.363,0.999,62.412,0.491,0.259,1.373
L2_24,2,L_264,4,south,land,6,50,30,4,dry_grassland,8,2021,70,Markus Bauer,NA,L2_24_2021,192,192,3.917,3.976,5.969,0.95,0.295,18.497,0.61,1.613,0.602,0.338,0.892,144.629,0.445,0.28,1.015
L3_01,3,L_311,4,south,land,1,0,15,1,hay_meadow,4,2018,25,Jakob Huber,NA,L3_01_2018,193,193,4.743,4.117,5.988,1.439,0.541,22.09,1.033,1.128,0.651,0.323,1.347,102.865,0.366,0.305,1.442
L3_01,3,L_311,4,south,land,1,0,15,1,hay_meadow,4,2019,80,Linda Weggler,NA,L3_01_2019,194,194,4.227,3.994,5.993,1.319,0.468,18.719,0.87,1.751,0.712,0.368,1.411,98.794,0.494,0.301,1.802
L3_01,3,L_311,4,south,land,1,0,15,1,hay_meadow,4,2020,70,Katharina Beck,NA,L3_01_2020,195,195,6.955,4,6,0.604,0.187,24.411,0.434,7.023,0.366,0.231,0.512,39.641,0.27,0.293,0.653
L3_01,3,L_311,4,south,land,1,0,15,1,hay_meadow,4,2021,80,Markus Bauer,NA,L3_01_2021,196,196,3.455,3.948,5.956,0.975,0.365,19.068,0.58,2.139,0.558,0.32,1.29,112.465,0.265,0.333,1.019
L3_02,3,L_314,4,south,land,1,0,15,4,dry_grassland,8,2018,20,Jakob Huber,NA,L3_02_2018,197,197,4.078,4.018,5.981,0.482,0.278,15.704,0.175,2.663,0.306,0.491,1.33,81.074,0.697,0.351,1.497
L3_02,3,L_314,4,south,land,1,0,15,4,dry_grassland,8,2019,85,Linda Weggler,NA,L3_02_2019,198,198,4.307,4.065,5.933,1.366,0.475,20.987,0.852,2.392,0.723,0.302,1.456,91.301,0.546,0.329,1.513
L3_02,3,L_314,4,south,land,1,0,15,4,dry_grassland,8,2020,75,Katharina Beck,NA,L3_02_2020,199,199,6.992,4.007,6.045,0.601,0.199,18.354,0.447,0.851,0.339,0.483,0.496,129.903,0.319,0.196,0.676
L3_02,3,L_314,4,south,land,1,0,15,4,dry_grassland,8,2021,80,Markus Bauer,NA,L3_02_2021,200,200,4.485,3.635,6,1.159,0.443,20.214,0.844,1.581,0.533,0.306,1.138,75.719,0.358,0.308,1.134
L3_03,3,L_312,4,south,land,1,0,15,2,hay_meadow,8,2018,20,Jakob Huber,NA,L3_03_2018,201,201,3.605,3.576,5.848,0.911,0.3,17.947,0.59,1.391,0.547,0.338,0.581,153.629,0.676,0.395,1.054
L3_03,3,L_312,4,south,land,1,0,15,2,hay_meadow,8,2019,70,Linda Weggler,NA,L3_03_2019,202,202,3.712,3.98,6,1.331,0.452,21.22,0.866,2.39,0.724,0.307,1.345,86.942,0.437,0.331,1.353
L3_03,3,L_312,4,south,land,1,0,15,2,hay_meadow,8,2020,70,Katharina Beck,NA,L3_03_2020,203,203,7.01,4.009,6.091,0.375,0.139,17.986,0.278,0.718,0.2,0.513,0.331,141.28,0.219,0.19,0.433
L3_03,3,L_312,4,south,land,1,0,15,2,hay_meadow,8,2021,70,Markus Bauer,NA,L3_03_2021,204,204,4.376,3.908,6,1.106,0.459,21.511,0.836,1.269,0.414,0.289,1.169,94.685,0.259,0.31,1.009
L3_04,3,L_313,4,south,land,1,0,15,3,dry_grassland,4,2018,25,Jakob Huber,NA,L3_04_2018,205,205,4.104,3.769,6.009,1.256,0.489,22.514,0.881,1.145,0.558,0.347,0.627,146.153,0.592,0.39,1.131
L3_04,3,L_313,4,south,land,1,0,15,3,dry_grassland,4,2019,70,Linda Weggler,NA,L3_04_2019,206,206,3.778,3.946,5.962,1.207,0.392,22.511,0.896,1.539,0.526,0.382,0.556,210.662,0.826,0.427,1.434
L3_04,3,L_313,4,south,land,1,0,15,3,dry_grassland,4,2020,75,Katharina Beck,NA,L3_04_2020,207,207,6.992,4.008,6.5,0.096,0.058,17.566,0.063,0.59,0.027,0.546,0.046,159.85,0.074,0.182,0.11
L3_04,3,L_313,4,south,land,1,0,15,3,dry_grassland,4,2021,80,Markus Bauer,NA,L3_04_2021,208,208,5.092,4.184,6,1.332,0.582,23.073,0.925,0.835,0.503,0.354,1.181,94.073,0.498,0.317,1.344
L3_05,3,L_322,4,south,land,2,25,15,2,hay_meadow,8,2018,25,Jakob Huber,NA,L3_05_2018,209,209,4.462,4.016,5.992,1.175,0.596,18.914,0.743,1.142,0.525,0.456,0.873,221.058,0.485,0.314,1.44
L3_05,3,L_322,4,south,land,2,25,15,2,hay_meadow,8,2019,70,Linda Weggler,NA,L3_05_2019,210,210,3.828,4.082,5.99,1.095,0.546,21.807,0.677,1.601,0.442,0.504,0.496,202.848,0.714,0.367,1.285
L3_05,3,L_322,4,south,land,2,25,15,2,hay_meadow,8,2020,65,Katharina Beck,NA,L3_05_2020,211,211,7,4.019,6.2,0.114,0.051,17.53,0.093,0.608,0.026,0.55,0.041,160.178,0.091,0.183,0.149
L3_05,3,L_322,4,south,land,2,25,15,2,hay_meadow,8,2021,70,Markus Bauer,NA,L3_05_2021,212,212,4.967,4.104,6,1.136,0.613,19.556,0.78,0.964,0.389,0.43,0.898,113.566,0.777,0.282,1.472
L3_06,3,L_321,4,south,land,2,25,15,1,hay_meadow,4,2018,20,Jakob Huber,NA,L3_06_2018,213,213,4.006,3.969,5.981,0.469,0.277,15.762,0.197,2.382,0.265,0.501,0.698,213.528,0.665,0.368,1.29
L3_06,3,L_321,4,south,land,2,25,15,1,hay_meadow,4,2019,50,Linda Weggler,NA,L3_06_2019,214,214,3.778,3.957,5.979,1.006,0.529,19.992,0.396,2.356,0.591,0.442,1.363,113.671,0.439,0.306,1.26
L3_06,3,L_321,4,south,land,2,25,15,1,hay_meadow,4,2020,55,Katharina Beck,NA,L3_06_2020,215,215,6.538,4.245,6,0.882,0.254,23.79,0.601,5.749,0.564,0.249,0.668,43.743,0.323,0.289,0.868
L3_06,3,L_321,4,south,land,2,25,15,1,hay_meadow,4,2021,60,Markus Bauer,NA,L3_06_2021,216,216,2.921,4.088,5.889,0.93,0.302,21.23,0.772,2.127,0.281,0.258,1.244,113.081,0.166,0.316,0.958
L3_07,3,L_323,4,south,land,2,25,15,3,dry_grassland,4,2018,25,Jakob Huber,NA,L3_07_2018,217,217,2.387,4.047,6.167,0.713,0.244,20.175,0.551,1.342,0.279,0.27,0.956,166.273,0.072,0.326,0.671
L3_07,3,L_323,4,south,land,2,25,15,3,dry_grassland,4,2019,70,Linda Weggler,NA,L3_07_2019,218,218,4.464,3.986,6.023,1.256,0.352,21.787,0.803,2.31,0.802,0.37,0.906,65.872,0.543,0.383,1.156
L3_07,3,L_323,4,south,land,2,25,15,3,dry_grassland,4,2020,60,Katharina Beck,NA,L3_07_2020,219,219,7,4.48,5.969,1.315,0.449,21.814,0.868,3.056,0.785,0.4,1.017,72.072,0.579,0.246,1.501
L3_07,3,L_323,4,south,land,2,25,15,3,dry_grassland,4,2021,80,Markus Bauer,NA,L3_07_2021,220,220,3.784,4.03,5.993,0.683,0.345,16.336,0.218,2.778,0.495,0.437,1.322,100.714,0.157,0.32,0.964
